Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
08/16/2017 00:00,CAPITL,61757,22.51,1.59,0.0
08/16/2017 00:00,CENTRL,61754,21.28,0.36,0.0
08/16/2017 00:00,DUNWOD,61760,23.37,2.45,0.0
08/16/2017 00:00,GENESE,61753,21.05,0.13,0.0
08/16/2017 00:00,H Q,61844,18.31,-0.9,1.71
08/16/2017 00:00,HUD VL,61758,23.12,2.2,0.0
08/16/2017 00:00,LONGIL,61762,35.02,3.22,-10.88
08/16/2017 00:00,MHK VL,61756,21.49,0.57,0.0
08/16/2017 00:00,MILLWD,61759,23.31,2.38,0.0
08/16/2017 00:00,N.Y.C.,61761,27.05,2.7,-3.42
08/16/2017 00:00,NORTH,61755,19.44,-1.49,0.0
08/16/2017 00:00,NPX,61845,22.74,1.82,0.0
08/16/2017 00:00,O H,61846,20.65,-0.27,0.0
08/16/2017 00:00,PJM,61847,22.07,0.86,-0.28
08/16/2017 00:00,WEST,61752,21.11,0.19,0.0
08/16/2017 01:00,CAPITL,61757,21.06,1.53,-0.09
08/16/2017 01:00,CENTRL,61754,19.69,0.25,-0.01
08/16/2017 01:00,DUNWOD,61760,21.73,2.23,-0.07
08/16/2017 01:00,GENESE,61753,19.36,-0.08,-0.01
08/16/2017 01:00,H Q,61844,17.6,-0.82,1.02
08/16/2017 01:00,HUD VL,61758,21.5,2.0,-0.07
08/16/2017 01:00,LONGIL,61762,25.37,2.93,-3.01
08/16/2017 01:00,MHK VL,61756,19.95,0.5,-0.01
08/16/2017 01:00,MILLWD,61759,21.67,2.18,-0.07
08/16/2017 01:00,N.Y.C.,61761,25.75,2.47,-3.86
08/16/2017 01:00,NORTH,61755,18.05,-1.38,0.0
08/16/2017 01:00,NPX,61845,21.28,1.77,-0.08
08/16/2017 01:00,O H,61846,18.97,-0.47,-0.01
08/16/2017 01:00,PJM,61847,20.46,0.68,-0.35
08/16/2017 01:00,WEST,61752,19.34,-0.1,-0.01
08/16/2017 02:00,CAPITL,61757,19.53,1.36,-0.26
