Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/28/2017 00:00,CAPITL,61757,21.93,0.77,-6.54
06/28/2017 00:00,CENTRL,61754,15.41,0.13,-0.66
06/28/2017 00:00,DUNWOD,61760,21.04,1.8,-4.63
06/28/2017 00:00,GENESE,61753,14.88,-0.25,-0.51
06/28/2017 00:00,H Q,61844,14.13,-0.48,0.0
06/28/2017 00:00,HUD VL,61758,20.84,1.62,-4.6
06/28/2017 00:00,LONGIL,61762,21.51,2.25,-4.64
06/28/2017 00:00,MHK VL,61756,15.57,0.34,-0.61
06/28/2017 00:00,MILLWD,61759,21.02,1.75,-4.65
06/28/2017 00:00,N.Y.C.,61761,21.25,2.0,-4.63
06/28/2017 00:00,NORTH,61755,13.85,-0.66,0.1
06/28/2017 00:00,NPX,61845,21.49,1.18,-5.69
06/28/2017 00:00,O H,61846,14.99,-0.34,-0.71
06/28/2017 00:00,PJM,61847,18.25,0.88,-2.76
06/28/2017 00:00,WEST,61752,15.21,-0.09,-0.68
06/28/2017 01:00,CAPITL,61757,19.31,0.77,-4.85
06/28/2017 01:00,CENTRL,61754,14.32,0.14,-0.49
06/28/2017 01:00,DUNWOD,61760,18.72,1.6,-3.43
06/28/2017 01:00,GENESE,61753,13.88,-0.19,-0.38
06/28/2017 01:00,H Q,61844,12.38,-0.45,0.87
06/28/2017 01:00,HUD VL,61758,18.57,1.47,-3.41
06/28/2017 01:00,LONGIL,61762,18.93,1.79,-3.44
06/28/2017 01:00,MHK VL,61756,14.48,0.33,-0.46
06/28/2017 01:00,MILLWD,61759,18.7,1.56,-3.45
06/28/2017 01:00,N.Y.C.,61761,18.91,1.78,-3.43
06/28/2017 01:00,NORTH,61755,13.0,-0.62,0.08
06/28/2017 01:00,NPX,61845,19.0,1.1,-4.21
06/28/2017 01:00,O H,61846,14.0,-0.22,-0.53
06/28/2017 01:00,PJM,61847,16.56,0.82,-2.04
06/28/2017 01:00,WEST,61752,14.23,0.03,-0.51
06/28/2017 02:00,CAPITL,61757,17.45,0.62,-6.08
06/28/2017 02:00,CENTRL,61754,11.48,0.12,-0.62
06/28/2017 02:00,DUNWOD,61760,16.26,1.21,-4.3
06/28/2017 02:00,GENESE,61753,11.12,-0.11,-0.48
06/28/2017 02:00,H Q,61844,10.39,-0.35,0.0
06/28/2017 02:00,HUD VL,61758,16.14,1.12,-4.28
06/28/2017 02:00,LONGIL,61762,16.28,1.22,-4.31
06/28/2017 02:00,MHK VL,61756,11.55,0.24,-0.57
06/28/2017 02:00,MILLWD,61759,16.26,1.19,-4.32
06/28/2017 02:00,N.Y.C.,61761,16.39,1.34,-4.3
06/28/2017 02:00,NORTH,61755,10.16,-0.49,0.1
06/28/2017 02:00,NPX,61845,16.9,0.87,-5.28
06/28/2017 02:00,O H,61846,11.32,-0.09,-0.66
06/28/2017 02:00,PJM,61847,13.96,0.66,-2.56
06/28/2017 02:00,WEST,61752,11.5,0.12,-0.63
06/28/2017 03:00,CAPITL,61757,16.98,0.61,-5.77
06/28/2017 03:00,CENTRL,61754,11.28,0.1,-0.59
06/28/2017 03:00,DUNWOD,61760,15.87,1.19,-4.08
06/28/2017 03:00,GENESE,61753,10.89,-0.16,-0.45
06/28/2017 03:00,H Q,61844,10.26,-0.34,0.0
06/28/2017 03:00,HUD VL,61758,15.75,1.09,-4.06
06/28/2017 03:00,LONGIL,61762,15.85,1.17,-4.09
06/28/2017 03:00,MHK VL,61756,11.37,0.23,-0.54
06/28/2017 03:00,MILLWD,61759,15.86,1.16,-4.1
06/28/2017 03:00,N.Y.C.,61761,15.99,1.3,-4.08
06/28/2017 03:00,NORTH,61755,10.03,-0.48,0.09
06/28/2017 03:00,NPX,61845,16.47,0.86,-5.02
06/28/2017 03:00,O H,61846,11.09,-0.14,-0.63
06/28/2017 03:00,PJM,61847,13.65,0.61,-2.43
06/28/2017 03:00,WEST,61752,11.24,0.04,-0.6
06/28/2017 04:00,CAPITL,61757,16.39,0.61,-5.17
06/28/2017 04:00,CENTRL,61754,11.24,0.12,-0.53
06/28/2017 04:00,DUNWOD,61760,15.4,1.15,-3.66
06/28/2017 04:00,GENESE,61753,10.86,-0.15,-0.41
06/28/2017 04:00,H Q,61844,10.26,-0.34,0.0
06/28/2017 04:00,HUD VL,61758,15.3,1.06,-3.64
06/28/2017 04:00,LONGIL,61762,15.35,1.08,-3.67
06/28/2017 04:00,MHK VL,61756,11.34,0.25,-0.49
06/28/2017 04:00,MILLWD,61759,15.39,1.11,-3.68
06/28/2017 04:00,N.Y.C.,61761,15.5,1.24,-3.66
06/28/2017 04:00,NORTH,61755,10.04,-0.48,0.08
06/28/2017 04:00,NPX,61845,15.94,0.84,-4.5
06/28/2017 04:00,O H,61846,11.01,-0.15,-0.56
06/28/2017 04:00,PJM,61847,13.37,0.59,-2.18
06/28/2017 04:00,WEST,61752,11.18,0.04,-0.54
06/28/2017 05:00,CAPITL,61757,15.77,0.79,0.0
06/28/2017 05:00,CENTRL,61754,15.02,0.05,0.0
06/28/2017 05:00,DUNWOD,61760,16.45,1.47,0.0
06/28/2017 05:00,GENESE,61753,14.6,-0.37,0.0
06/28/2017 05:00,H Q,61844,5.17,-0.46,9.34
06/28/2017 05:00,HUD VL,61758,16.3,1.32,0.0
06/28/2017 05:00,LONGIL,61762,16.44,1.45,-0.01
06/28/2017 05:00,MHK VL,61756,14.22,0.32,1.07
06/28/2017 05:00,MILLWD,61759,16.42,1.44,0.0
06/28/2017 05:00,N.Y.C.,61761,16.55,1.57,0.0
06/28/2017 05:00,NORTH,61755,5.32,-0.54,9.12
06/28/2017 05:00,NPX,61845,16.07,1.09,0.0
06/28/2017 05:00,O H,61846,12.93,-0.51,1.54
06/28/2017 05:00,PJM,61847,15.59,0.61,0.0
06/28/2017 05:00,WEST,61752,14.74,-0.24,0.0
06/28/2017 06:00,CAPITL,61757,19.68,1.08,0.0
06/28/2017 06:00,CENTRL,61754,18.62,0.02,0.0
06/28/2017 06:00,DUNWOD,61760,20.59,1.99,0.0
06/28/2017 06:00,GENESE,61753,18.04,-0.56,0.0
06/28/2017 06:00,H Q,61844,5.45,-0.56,12.59
06/28/2017 06:00,HUD VL,61758,20.38,1.79,0.0
06/28/2017 06:00,LONGIL,61762,20.74,2.14,-0.01
06/28/2017 06:00,MHK VL,61756,17.6,0.45,1.44
06/28/2017 06:00,MILLWD,61759,20.55,1.95,0.0
06/28/2017 06:00,N.Y.C.,61761,20.73,2.14,0.0
06/28/2017 06:00,NORTH,61755,5.65,-0.65,12.3
06/28/2017 06:00,NPX,61845,20.03,1.43,0.0
06/28/2017 06:00,O H,61846,15.21,-0.91,2.48
06/28/2017 06:00,PJM,61847,19.34,0.74,0.0
06/28/2017 06:00,WEST,61752,18.02,-0.58,0.0
06/28/2017 07:00,CAPITL,61757,22.16,1.09,0.0
06/28/2017 07:00,CENTRL,61754,21.13,0.06,0.0
06/28/2017 07:00,DUNWOD,61760,23.51,2.44,0.0
06/28/2017 07:00,GENESE,61753,20.64,-0.42,0.0
06/28/2017 07:00,H Q,61844,6.76,-0.65,13.65
06/28/2017 07:00,HUD VL,61758,23.13,2.07,0.0
06/28/2017 07:00,LONGIL,61762,24.11,3.03,-0.01
06/28/2017 07:00,MHK VL,61756,20.07,0.57,1.56
06/28/2017 07:00,MILLWD,61759,23.42,2.36,0.0
06/28/2017 07:00,N.Y.C.,61761,23.75,2.68,-0.01
06/28/2017 07:00,NORTH,61755,7.0,-0.74,13.33
06/28/2017 07:00,NPX,61845,22.67,1.6,0.0
06/28/2017 07:00,O H,61846,20.22,-0.84,0.0
06/28/2017 07:00,PJM,61847,22.08,1.01,0.0
06/28/2017 07:00,WEST,61752,20.81,-0.25,0.0
06/28/2017 08:00,CAPITL,61757,23.44,1.2,0.0
06/28/2017 08:00,CENTRL,61754,22.33,0.09,0.0
06/28/2017 08:00,DUNWOD,61760,24.8,2.56,0.0
06/28/2017 08:00,GENESE,61753,21.82,-0.42,0.0
06/28/2017 08:00,H Q,61844,10.0,-0.69,11.55
06/28/2017 08:00,HUD VL,61758,24.42,2.18,0.0
06/28/2017 08:00,LONGIL,61762,26.69,3.27,-1.17
06/28/2017 08:00,MHK VL,61756,21.52,0.62,1.35
06/28/2017 08:00,MILLWD,61759,24.73,2.49,0.0
06/28/2017 08:00,N.Y.C.,61761,25.09,2.85,0.0
06/28/2017 08:00,NORTH,61755,10.0,-0.76,11.49
06/28/2017 08:00,NPX,61845,24.13,1.67,-0.21
06/28/2017 08:00,O H,61846,21.22,-0.93,0.09
06/28/2017 08:00,PJM,61847,23.48,1.02,-0.21
06/28/2017 08:00,WEST,61752,21.98,-0.27,0.0
06/28/2017 09:00,CAPITL,61757,25.26,1.36,0.0
06/28/2017 09:00,CENTRL,61754,23.98,0.02,-0.06
06/28/2017 09:00,DUNWOD,61760,26.72,2.82,0.0
06/28/2017 09:00,GENESE,61753,23.37,-0.53,0.0
06/28/2017 09:00,H Q,61844,8.54,-0.72,14.64
06/28/2017 09:00,HUD VL,61758,26.26,2.37,0.0
06/28/2017 09:00,LONGIL,61762,28.38,3.58,-0.89
06/28/2017 09:00,MHK VL,61756,23.09,0.76,1.57
06/28/2017 09:00,MILLWD,61759,26.62,2.72,0.0
06/28/2017 09:00,N.Y.C.,61761,27.31,3.11,-0.31
06/28/2017 09:00,NORTH,61755,9.0,-0.81,14.09
06/28/2017 09:00,NPX,61845,25.5,1.82,0.21
06/28/2017 09:00,O H,61846,21.95,-1.19,0.75
06/28/2017 09:00,PJM,61847,24.83,0.98,0.05
06/28/2017 09:00,WEST,61752,24.5,-0.48,-1.08
06/28/2017 10:00,CAPITL,61757,26.33,1.35,0.0
06/28/2017 10:00,CENTRL,61754,25.09,0.03,-0.09
06/28/2017 10:00,DUNWOD,61760,27.92,2.95,0.0
06/28/2017 10:00,GENESE,61753,24.45,-0.53,0.0
06/28/2017 10:00,H Q,61844,9.73,-0.75,14.5
06/28/2017 10:00,HUD VL,61758,27.5,2.52,0.0
06/28/2017 10:00,LONGIL,61762,28.72,3.72,-0.02
06/28/2017 10:00,MHK VL,61756,24.22,0.82,1.58
06/28/2017 10:00,MILLWD,61759,27.85,2.87,0.0
06/28/2017 10:00,N.Y.C.,61761,29.06,3.27,-0.81
06/28/2017 10:00,NORTH,61755,10.0,-0.82,14.15
06/28/2017 10:00,NPX,61845,26.83,1.85,0.0
06/28/2017 10:00,O H,61846,22.55,-1.27,1.16
06/28/2017 10:00,PJM,61847,26.05,1.02,-0.05
06/28/2017 10:00,WEST,61752,26.2,-0.5,-1.72
06/28/2017 11:00,CAPITL,61757,27.28,1.47,0.0
06/28/2017 11:00,CENTRL,61754,26.33,-0.05,-0.58
06/28/2017 11:00,DUNWOD,61760,28.9,3.1,0.0
06/28/2017 11:00,GENESE,61753,25.19,-0.62,0.0
06/28/2017 11:00,H Q,61844,9.72,-0.77,15.32
06/28/2017 11:00,HUD VL,61758,28.47,2.66,0.0
06/28/2017 11:00,LONGIL,61762,29.6,3.8,0.0
06/28/2017 11:00,MHK VL,61756,24.96,0.83,1.67
06/28/2017 11:00,MILLWD,61759,28.8,2.99,0.0
06/28/2017 11:00,N.Y.C.,61761,30.17,3.43,-0.93
06/28/2017 11:00,NORTH,61755,10.0,-0.85,14.96
06/28/2017 11:00,NPX,61845,27.77,1.96,0.0
06/28/2017 11:00,O H,61846,21.64,-1.44,2.72
06/28/2017 11:00,PJM,61847,27.27,1.03,-0.43
06/28/2017 11:00,WEST,61752,36.0,-0.67,-10.86
06/28/2017 12:00,CAPITL,61757,28.15,1.52,0.0
06/28/2017 12:00,CENTRL,61754,27.14,-0.03,-0.53
06/28/2017 12:00,DUNWOD,61760,29.78,3.14,0.0
06/28/2017 12:00,GENESE,61753,26.1,-0.53,0.0
06/28/2017 12:00,H Q,61844,9.7,-0.8,16.14
06/28/2017 12:00,HUD VL,61758,29.35,2.72,0.0
06/28/2017 12:00,LONGIL,61762,30.53,3.89,0.0
06/28/2017 12:00,MHK VL,61756,25.7,0.83,1.76
06/28/2017 12:00,MILLWD,61759,29.67,3.04,0.0
