Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
10/11/2017 05:00,NPX,61845,22.2,2.12,-0.8
10/11/2017 05:00,O H,61846,18.66,-0.62,0.0
10/11/2017 05:00,PJM,61847,20.49,1.22,0.0
10/11/2017 05:00,WEST,61752,19.02,-0.25,0.0
10/11/2017 06:00,CAPITL,61757,23.68,1.53,0.0
10/11/2017 06:00,CENTRL,61754,22.31,0.16,0.0
10/11/2017 06:00,DUNWOD,61760,24.81,2.66,0.0
10/11/2017 06:00,GENESE,61753,21.62,-0.53,0.0
10/11/2017 06:00,H Q,61844,21.47,-0.69,0.0
10/11/2017 06:00,HUD VL,61758,24.63,2.48,0.0
10/11/2017 06:00,LONGIL,61762,32.56,3.5,-6.91
10/11/2017 06:00,MHK VL,61756,22.66,0.51,0.0
10/11/2017 06:00,MILLWD,61759,24.79,2.63,0.0
10/11/2017 06:00,N.Y.C.,61761,31.77,2.86,-6.76
10/11/2017 06:00,NORTH,61755,21.09,-1.06,0.0
10/11/2017 06:00,NPX,61845,25.61,2.46,-1.0
10/11/2017 06:00,O H,61846,21.2,-0.95,0.0
10/11/2017 06:00,PJM,61847,25.11,1.33,-1.63
10/11/2017 06:00,WEST,61752,21.71,-0.44,0.0
10/11/2017 07:00,CAPITL,61757,25.6,1.64,-0.13
10/11/2017 07:00,CENTRL,61754,23.92,0.1,0.0
10/11/2017 07:00,DUNWOD,61760,28.0,2.95,-1.22
10/11/2017 07:00,GENESE,61753,23.26,-0.57,0.0
10/11/2017 07:00,H Q,61844,23.09,-0.74,0.0
10/11/2017 07:00,HUD VL,61758,27.62,2.79,-1.0
10/11/2017 07:00,LONGIL,61762,41.02,3.84,-13.35
10/11/2017 07:00,MHK VL,61756,24.43,0.52,-0.08
10/11/2017 07:00,MILLWD,61759,27.98,2.95,-1.2
10/11/2017 07:00,N.Y.C.,61761,33.1,3.22,-6.06
10/11/2017 07:00,NORTH,61755,22.57,-1.26,0.0
10/11/2017 07:00,NPX,61845,27.57,2.74,-1.0
10/11/2017 07:00,O H,61846,22.92,-0.91,0.0
10/11/2017 07:00,PJM,61847,27.22,1.5,-1.89
10/11/2017 07:00,WEST,61752,23.59,-0.24,0.0
10/11/2017 08:00,CAPITL,61757,25.63,1.71,-0.13
10/11/2017 08:00,CENTRL,61754,23.83,0.05,0.0
10/11/2017 08:00,DUNWOD,61760,27.95,2.95,-1.22
10/11/2017 08:00,GENESE,61753,23.07,-0.71,0.0
10/11/2017 08:00,H Q,61844,23.05,-0.74,0.0
10/11/2017 08:00,HUD VL,61758,27.57,2.78,-1.0
10/11/2017 08:00,LONGIL,61762,42.97,3.83,-15.35
10/11/2017 08:00,MHK VL,61756,24.36,0.5,-0.08
10/11/2017 08:00,MILLWD,61759,27.91,2.92,-1.2
10/11/2017 08:00,N.Y.C.,61761,36.46,3.23,-9.44
10/11/2017 08:00,NORTH,61755,22.55,-1.24,0.0
10/11/2017 08:00,NPX,61845,27.54,2.76,-1.0
10/11/2017 08:00,O H,61846,22.79,-1.0,0.0
10/11/2017 08:00,PJM,61847,27.61,1.48,-2.35
10/11/2017 08:00,WEST,61752,23.52,-0.26,0.0
10/11/2017 09:00,CAPITL,61757,27.72,1.63,-0.16
10/11/2017 09:00,CENTRL,61754,26.26,0.34,0.0
10/11/2017 09:00,DUNWOD,61760,30.63,3.16,-1.55
10/11/2017 09:00,GENESE,61753,25.69,-0.23,0.0
10/11/2017 09:00,H Q,61844,25.09,-0.83,0.0
10/11/2017 09:00,HUD VL,61758,30.18,2.98,-1.28
10/11/2017 09:00,LONGIL,61762,42.54,4.15,-12.47
10/11/2017 09:00,MHK VL,61756,26.64,0.62,-0.1
10/11/2017 09:00,MILLWD,61759,30.58,3.14,-1.52
10/11/2017 09:00,N.Y.C.,61761,40.42,3.47,-11.03
10/11/2017 09:00,NORTH,61755,24.5,-1.43,0.0
10/11/2017 09:00,NPX,61845,30.05,2.85,-1.27
10/11/2017 09:00,O H,61846,25.56,-0.36,0.0
10/11/2017 09:00,PJM,61847,30.89,1.79,-3.17
10/11/2017 09:00,WEST,61752,26.52,0.6,0.0
10/11/2017 10:00,CAPITL,61757,27.01,1.57,-0.15
10/11/2017 10:00,CENTRL,61754,25.65,0.35,0.0
10/11/2017 10:00,DUNWOD,61760,29.77,3.06,-1.41
10/11/2017 10:00,GENESE,61753,25.06,-0.23,0.0
10/11/2017 10:00,H Q,61844,24.48,-0.81,0.0
10/11/2017 10:00,HUD VL,61758,29.39,2.93,-1.17
10/11/2017 10:00,LONGIL,61762,43.54,3.89,-14.36
10/11/2017 10:00,MHK VL,61756,26.01,0.63,-0.09
10/11/2017 10:00,MILLWD,61759,29.72,3.03,-1.39
10/11/2017 10:00,N.Y.C.,61761,38.51,3.39,-9.82
10/11/2017 10:00,NORTH,61755,23.9,-1.39,0.0
10/11/2017 10:00,NPX,61845,29.21,2.76,-1.16
10/11/2017 10:00,O H,61846,24.99,-0.3,0.0
10/11/2017 10:00,PJM,61847,29.68,1.77,-2.62
10/11/2017 10:00,WEST,61752,25.95,0.66,0.0
10/11/2017 11:00,CAPITL,61757,27.49,1.51,-0.41
10/11/2017 11:00,CENTRL,61754,25.97,0.36,-0.04
10/11/2017 11:00,DUNWOD,61760,32.63,3.12,-3.93
10/11/2017 11:00,GENESE,61753,25.42,-0.21,-0.05
10/11/2017 11:00,H Q,61844,24.73,-0.84,0.0
10/11/2017 11:00,HUD VL,61758,31.81,2.99,-3.24
10/11/2017 11:00,LONGIL,61762,46.04,3.94,-16.53
10/11/2017 11:00,MHK VL,61756,26.46,0.64,-0.25
10/11/2017 11:00,MILLWD,61759,32.53,3.09,-3.86
10/11/2017 11:00,N.Y.C.,61761,38.98,3.43,-9.98
10/11/2017 11:00,NORTH,61755,24.19,-1.38,0.0
10/11/2017 11:00,NPX,61845,31.57,2.76,-3.23
10/11/2017 11:00,O H,61846,25.14,-0.23,0.21
10/11/2017 11:00,PJM,61847,31.0,1.84,-3.58
10/11/2017 11:00,WEST,61752,27.2,0.77,-0.86
10/11/2017 12:00,CAPITL,61757,27.08,1.5,-0.56
10/11/2017 12:00,CENTRL,61754,25.32,0.3,0.0
10/11/2017 12:00,DUNWOD,61760,33.43,3.05,-5.36
10/11/2017 12:00,GENESE,61753,24.79,-0.23,0.0
10/11/2017 12:00,H Q,61844,24.21,-0.8,0.0
10/11/2017 12:00,HUD VL,61758,32.33,2.9,-4.42
10/11/2017 12:00,LONGIL,61762,45.01,3.85,-16.15
10/11/2017 12:00,MHK VL,61756,25.95,0.6,-0.34
10/11/2017 12:00,MILLWD,61759,33.29,3.0,-5.27
10/11/2017 12:00,N.Y.C.,61761,38.69,3.35,-10.32
10/11/2017 12:00,NORTH,61755,23.64,-1.38,0.0
10/11/2017 12:00,NPX,61845,32.15,2.73,-4.41
10/11/2017 12:00,O H,61846,24.69,-0.33,0.0
10/11/2017 12:00,PJM,61847,30.88,1.75,-4.12
10/11/2017 12:00,WEST,61752,25.64,0.63,0.0
10/11/2017 13:00,CAPITL,61757,27.77,1.54,-0.59
10/11/2017 13:00,CENTRL,61754,25.96,0.31,0.0
10/11/2017 13:00,DUNWOD,61760,34.4,3.13,-5.62
10/11/2017 13:00,GENESE,61753,25.42,-0.23,0.0
10/11/2017 13:00,H Q,61844,24.83,-0.82,0.0
10/11/2017 13:00,HUD VL,61758,33.25,2.97,-4.63
10/11/2017 13:00,LONGIL,61762,42.09,4.0,-12.44
10/11/2017 13:00,MHK VL,61756,26.59,0.59,-0.35
10/11/2017 13:00,MILLWD,61759,34.27,3.1,-5.52
10/11/2017 13:00,N.Y.C.,61761,37.93,3.44,-8.85
10/11/2017 13:00,NORTH,61755,24.26,-1.39,0.0
10/11/2017 13:00,NPX,61845,33.09,2.82,-4.62
10/11/2017 13:00,O H,61846,25.31,-0.33,0.0
10/11/2017 13:00,PJM,61847,31.2,1.79,-3.76
10/11/2017 13:00,WEST,61752,26.26,0.61,0.0
10/11/2017 14:00,CAPITL,61757,27.23,1.53,-0.55
10/11/2017 14:00,CENTRL,61754,25.45,0.3,0.0
10/11/2017 14:00,DUNWOD,61760,33.53,3.09,-5.29
10/11/2017 14:00,GENESE,61753,24.97,-0.17,0.0
10/11/2017 14:00,H Q,61844,24.32,-0.83,0.0
10/11/2017 14:00,HUD VL,61758,32.42,2.92,-4.36
10/11/2017 14:00,LONGIL,61762,41.8,3.95,-12.71
10/11/2017 14:00,MHK VL,61756,25.98,0.5,-0.33
10/11/2017 14:00,MILLWD,61759,33.41,3.07,-5.2
10/11/2017 14:00,N.Y.C.,61761,38.94,3.39,-10.4
10/11/2017 14:00,NORTH,61755,23.74,-1.41,0.0
10/11/2017 14:00,NPX,61845,32.29,2.79,-4.35
10/11/2017 14:00,O H,61846,24.97,-0.17,0.0
10/11/2017 14:00,PJM,61847,31.1,1.83,-4.12
10/11/2017 14:00,WEST,61752,25.93,0.78,0.0
10/11/2017 15:00,CAPITL,61757,28.05,1.56,-0.55
10/11/2017 15:00,CENTRL,61754,26.33,0.39,0.0
10/11/2017 15:00,DUNWOD,61760,34.35,3.19,-5.22
10/11/2017 15:00,GENESE,61753,25.94,0.0,0.0
10/11/2017 15:00,H Q,61844,25.06,-0.88,0.0
10/11/2017 15:00,HUD VL,61758,33.25,3.01,-4.3
10/11/2017 15:00,LONGIL,61762,45.89,4.1,-15.85
10/11/2017 15:00,MHK VL,61756,26.79,0.52,-0.33
10/11/2017 15:00,MILLWD,61759,34.24,3.16,-5.13
10/11/2017 15:00,N.Y.C.,61761,38.75,3.53,-9.28
10/11/2017 15:00,NORTH,61755,24.44,-1.51,0.0
10/11/2017 15:00,NPX,61845,33.16,2.93,-4.29
10/11/2017 15:00,O H,61846,26.1,0.16,0.0
10/11/2017 15:00,PJM,61847,31.79,2.02,-3.82
10/11/2017 15:00,WEST,61752,27.08,1.14,0.0
10/11/2017 16:00,CAPITL,61757,28.4,1.55,-0.64
10/11/2017 16:00,CENTRL,61754,26.58,0.37,0.0
10/11/2017 16:00,DUNWOD,61760,35.57,3.25,-6.11
10/11/2017 16:00,GENESE,61753,26.27,0.05,0.0
10/11/2017 16:00,H Q,61844,25.32,-0.89,0.0
10/11/2017 16:00,HUD VL,61758,34.31,3.07,-5.03
10/11/2017 16:00,LONGIL,61762,45.89,4.17,-15.51
10/11/2017 16:00,MHK VL,61756,27.07,0.47,-0.38
10/11/2017 16:00,MILLWD,61759,35.41,3.2,-6.0
10/11/2017 16:00,N.Y.C.,61761,39.4,3.56,-9.62
10/11/2017 16:00,NORTH,61755,24.72,-1.49,0.0
10/11/2017 16:00,NPX,61845,34.17,2.94,-5.02
10/11/2017 16:00,O H,61846,26.42,0.21,0.0
10/11/2017 16:00,PJM,61847,32.53,2.07,-4.24
10/11/2017 16:00,WEST,61752,27.42,1.21,0.0
10/11/2017 17:00,CAPITL,61757,31.15,1.67,-0.65
10/11/2017 17:00,CENTRL,61754,29.35,0.52,0.0
10/11/2017 17:00,DUNWOD,61760,38.49,3.49,-6.17
10/11/2017 17:00,GENESE,61753,29.18,0.35,0.0
10/11/2017 17:00,H Q,61844,27.85,-0.98,0.0
10/11/2017 17:00,HUD VL,61758,37.2,3.29,-5.09
10/11/2017 17:00,LONGIL,61762,46.89,4.53,-13.53
10/11/2017 17:00,MHK VL,61756,29.79,0.58,-0.39
10/11/2017 17:00,MILLWD,61759,38.32,3.43,-6.06
10/11/2017 17:00,N.Y.C.,61761,40.0,3.86,-7.3
10/11/2017 17:00,NORTH,61755,27.22,-1.61,0.0
10/11/2017 17:00,NPX,61845,37.07,3.17,-5.07
10/11/2017 17:00,O H,61846,29.23,0.4,0.0
10/11/2017 17:00,PJM,61847,34.82,2.28,-3.71
10/11/2017 17:00,WEST,61752,30.3,1.47,0.0
10/11/2017 18:00,CAPITL,61757,33.24,1.88,-0.49
10/11/2017 18:00,CENTRL,61754,31.33,0.46,0.0
10/11/2017 18:00,DUNWOD,61760,39.24,3.67,-4.71
10/11/2017 18:00,GENESE,61753,30.96,0.09,0.0
10/11/2017 18:00,H Q,61844,29.87,-0.99,0.0
10/11/2017 18:00,HUD VL,61758,38.29,3.55,-3.88
10/11/2017 18:00,LONGIL,61762,52.13,4.75,-16.51
10/11/2017 18:00,MHK VL,61756,31.87,0.71,-0.29
10/11/2017 18:00,MILLWD,61759,39.19,3.7,-4.63
10/11/2017 18:00,N.Y.C.,61761,40.15,4.01,-5.27
10/11/2017 18:00,NORTH,61755,29.29,-1.57,0.0
10/11/2017 18:00,NPX,61845,39.26,3.39,-5.0
10/11/2017 18:00,O H,61846,30.74,-0.12,0.0
10/11/2017 18:00,PJM,61847,35.86,2.22,-2.78
10/11/2017 18:00,WEST,61752,31.76,0.9,0.0
10/11/2017 19:00,CAPITL,61757,32.73,1.97,-0.49
10/11/2017 19:00,CENTRL,61754,30.73,0.45,0.0
10/11/2017 19:00,DUNWOD,61760,38.59,3.63,-4.69
10/11/2017 19:00,GENESE,61753,30.33,0.06,0.0
10/11/2017 19:00,H Q,61844,29.27,-1.0,0.0
10/11/2017 19:00,HUD VL,61758,37.65,3.51,-3.86
10/11/2017 19:00,LONGIL,61762,55.04,4.72,-20.04
10/11/2017 19:00,MHK VL,61756,31.23,0.67,-0.29
10/11/2017 19:00,MILLWD,61759,38.54,3.66,-4.61
10/11/2017 19:00,N.Y.C.,61761,39.53,3.96,-5.3
10/11/2017 19:00,NORTH,61755,28.67,-1.61,0.0
10/11/2017 19:00,NPX,61845,37.49,3.36,-3.85
10/11/2017 19:00,O H,61846,30.15,-0.12,0.0
10/11/2017 19:00,PJM,61847,35.25,2.21,-2.77
10/11/2017 19:00,WEST,61752,31.12,0.85,0.0
10/11/2017 20:00,CAPITL,61757,26.85,1.57,-0.33
10/11/2017 20:00,CENTRL,61754,25.25,0.3,0.0
10/11/2017 20:00,DUNWOD,61760,31.19,3.04,-3.2
10/11/2017 20:00,GENESE,61753,24.87,-0.07,0.0
10/11/2017 20:00,H Q,61844,24.15,-0.8,0.0
10/11/2017 20:00,HUD VL,61758,30.45,2.87,-2.64
10/11/2017 20:00,LONGIL,61762,43.79,3.94,-14.9
10/11/2017 20:00,MHK VL,61756,25.67,0.52,-0.2
10/11/2017 20:00,MILLWD,61759,31.08,2.99,-3.15
10/11/2017 20:00,N.Y.C.,61761,35.21,3.37,-6.9
10/11/2017 20:00,NORTH,61755,23.6,-1.35,0.0
10/11/2017 20:00,NPX,61845,34.87,2.82,-7.11
10/11/2017 20:00,O H,61846,24.72,-0.22,0.0
10/11/2017 20:00,PJM,61847,29.05,1.8,-2.31
10/11/2017 20:00,WEST,61752,25.44,0.5,0.0
10/11/2017 21:00,CAPITL,61757,23.19,1.4,-0.01
10/11/2017 21:00,CENTRL,61754,21.87,0.09,0.0
10/11/2017 21:00,DUNWOD,61760,24.54,2.66,-0.1
10/11/2017 21:00,GENESE,61753,21.46,-0.33,0.0
10/11/2017 21:00,H Q,61844,21.11,-0.68,0.0
10/11/2017 21:00,HUD VL,61758,24.39,2.53,-0.08
10/11/2017 21:00,LONGIL,61762,38.09,3.35,-12.95
10/11/2017 21:00,MHK VL,61756,22.2,0.41,-0.01
10/11/2017 21:00,MILLWD,61759,24.49,2.61,-0.09
10/11/2017 21:00,N.Y.C.,61761,31.94,2.92,-7.24
10/11/2017 21:00,NORTH,61755,20.7,-1.09,0.0
10/11/2017 21:00,NPX,61845,27.39,2.46,-3.14
10/11/2017 21:00,O H,61846,21.18,-0.61,0.0
10/11/2017 21:00,PJM,61847,24.98,1.42,-1.78
10/11/2017 21:00,WEST,61752,21.68,-0.11,0.0
10/11/2017 22:00,CAPITL,61757,20.62,1.22,0.0
10/11/2017 22:00,CENTRL,61754,19.42,0.02,0.0
10/11/2017 22:00,DUNWOD,61760,21.72,2.33,0.0
10/11/2017 22:00,GENESE,61753,18.95,-0.45,0.0
10/11/2017 22:00,H Q,61844,18.78,-0.62,0.0
10/11/2017 22:00,HUD VL,61758,21.61,2.21,0.0
10/11/2017 22:00,LONGIL,61762,34.06,2.99,-11.67
10/11/2017 22:00,MHK VL,61756,19.67,0.27,0.0
10/11/2017 22:00,MILLWD,61759,21.67,2.27,0.0
10/11/2017 22:00,N.Y.C.,61761,28.8,2.52,-6.88
10/11/2017 22:00,NORTH,61755,18.33,-1.07,0.0
10/11/2017 22:00,NPX,61845,22.56,2.15,-1.01
10/11/2017 22:00,O H,61846,18.66,-0.74,0.0
10/11/2017 22:00,PJM,61847,22.24,1.16,-1.68
10/11/2017 22:00,WEST,61752,19.05,-0.35,0.0
10/11/2017 23:00,CAPITL,61757,20.29,1.08,-2.57
10/11/2017 23:00,CENTRL,61754,16.84,-0.05,-0.25
10/11/2017 23:00,DUNWOD,61760,20.55,2.0,-1.9
10/11/2017 23:00,GENESE,61753,16.31,-0.53,-0.19
10/11/2017 23:00,H Q,61844,16.13,-0.52,0.0
10/11/2017 23:00,HUD VL,61758,20.45,1.9,-1.9
10/11/2017 23:00,LONGIL,61762,26.99,2.56,-7.78
10/11/2017 23:00,MHK VL,61756,17.13,0.22,-0.27
10/11/2017 23:00,MILLWD,61759,20.51,1.95,-1.91
10/11/2017 23:00,N.Y.C.,61761,23.8,2.16,-4.99
10/11/2017 23:00,NORTH,61755,15.76,-0.88,0.0
10/11/2017 23:00,NPX,61845,20.66,1.83,-2.18
10/11/2017 23:00,O H,61846,16.14,-0.75,-0.24
10/11/2017 23:00,PJM,61847,19.68,1.0,-2.03
10/11/2017 23:00,WEST,61752,16.45,-0.43,-0.23
10/08/2017 00:00,CAPITL,61757,29.47,0.95,-12.64
10/08/2017 00:00,CENTRL,61754,17.02,0.06,-1.09
10/08/2017 00:00,DUNWOD,61760,27.3,1.94,-9.49
10/08/2017 00:00,GENESE,61753,16.3,-0.41,-0.84
10/08/2017 00:00,H Q,61844,13.0,-0.54,2.33
10/08/2017 00:00,HUD VL,61758,27.23,1.82,-9.53
10/08/2017 00:00,LONGIL,61762,29.94,2.49,-11.58
10/08/2017 00:00,MHK VL,61756,17.45,0.24,-1.34
10/08/2017 00:00,MILLWD,61759,27.33,1.9,-9.56
10/08/2017 00:00,N.Y.C.,61761,27.5,2.11,-9.52
10/08/2017 00:00,NORTH,61755,14.76,-1.11,0.0
10/08/2017 00:00,NPX,61845,28.42,1.63,-10.92
10/08/2017 00:00,O H,61846,16.6,-0.43,-1.16
10/08/2017 00:00,PJM,61847,23.36,1.08,-6.41
10/08/2017 00:00,WEST,61752,16.8,-0.16,-1.09
10/08/2017 01:00,CAPITL,61757,25.68,0.77,-12.22
10/08/2017 01:00,CENTRL,61754,13.81,0.06,-1.05
10/08/2017 01:00,DUNWOD,61760,23.4,1.53,-9.17
10/08/2017 01:00,GENESE,61753,13.19,-0.32,-0.81
10/08/2017 01:00,H Q,61844,11.24,-0.43,1.02
10/08/2017 01:00,HUD VL,61758,23.36,1.46,-9.21
10/08/2017 01:00,LONGIL,61762,26.37,1.98,-11.7
10/08/2017 01:00,MHK VL,61756,14.15,0.16,-1.29
10/08/2017 01:00,MILLWD,61759,23.45,1.52,-9.24
10/08/2017 01:00,N.Y.C.,61761,25.46,1.66,-11.11
10/08/2017 01:00,NORTH,61755,11.79,-0.9,0.0
10/08/2017 01:00,NPX,61845,24.58,1.34,-10.55
10/08/2017 01:00,O H,61846,13.56,-0.25,-1.12
10/08/2017 01:00,PJM,61847,20.24,0.89,-6.66
10/08/2017 01:00,WEST,61752,13.74,0.0,-1.05
10/08/2017 02:00,CAPITL,61757,23.69,0.66,-12.36
10/08/2017 02:00,CENTRL,61754,12.02,0.12,-1.23
10/08/2017 02:00,DUNWOD,61760,22.44,1.26,-10.52
10/08/2017 02:00,GENESE,61753,11.47,-0.15,-0.95
10/08/2017 02:00,H Q,61844,10.25,-0.42,0.0
10/08/2017 02:00,HUD VL,61758,22.31,1.2,-10.44
10/08/2017 02:00,LONGIL,61762,22.73,1.54,-10.53
10/08/2017 02:00,MHK VL,61756,12.33,0.15,-1.52
10/08/2017 02:00,MILLWD,61759,22.48,1.25,-10.56
10/08/2017 02:00,N.Y.C.,61761,23.3,1.35,-11.27
10/08/2017 02:00,NORTH,61755,9.83,-0.83,0.0
10/08/2017 02:00,NPX,61845,23.27,1.1,-11.51
10/08/2017 02:00,O H,61846,11.91,-0.07,-1.31
10/08/2017 02:00,PJM,61847,18.73,0.78,-7.29
10/08/2017 02:00,WEST,61752,12.05,0.15,-1.23
10/08/2017 03:00,CAPITL,61757,23.71,0.62,-13.01
10/08/2017 03:00,CENTRL,61754,11.44,0.11,-1.25
10/08/2017 03:00,DUNWOD,61760,22.0,1.19,-10.73
10/08/2017 03:00,GENESE,61753,10.9,-0.14,-0.97
10/08/2017 03:00,H Q,61844,9.68,-0.39,0.0
10/08/2017 03:00,HUD VL,61758,21.9,1.14,-10.68
10/08/2017 03:00,LONGIL,61762,22.21,1.39,-10.75
10/08/2017 03:00,MHK VL,61756,11.75,0.13,-1.54
10/08/2017 03:00,MILLWD,61759,22.04,1.18,-10.79
10/08/2017 03:00,N.Y.C.,61761,22.13,1.3,-10.75
10/08/2017 03:00,NORTH,61755,9.28,-0.8,0.0
10/08/2017 03:00,NPX,61845,23.02,1.06,-11.89
10/08/2017 03:00,O H,61846,11.35,-0.06,-1.34
10/08/2017 03:00,PJM,61847,18.07,0.74,-7.26
10/08/2017 03:00,WEST,61752,11.47,0.14,-1.25
10/08/2017 04:00,CAPITL,61757,22.27,0.61,-11.86
10/08/2017 04:00,CENTRL,61754,11.07,0.11,-1.16
10/08/2017 04:00,DUNWOD,61760,20.88,1.15,-9.93
10/08/2017 04:00,GENESE,61753,10.56,-0.14,-0.89
10/08/2017 04:00,H Q,61844,9.43,-0.37,0.0
10/08/2017 04:00,HUD VL,61758,20.78,1.11,-9.87
10/08/2017 04:00,LONGIL,61762,21.14,1.39,-9.94
10/08/2017 04:00,MHK VL,61756,11.37,0.14,-1.43
10/08/2017 04:00,MILLWD,61759,20.92,1.14,-9.98
