Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
05/30/2017 00:00,CAPITL,61757,22.47,0.29,-17.13
05/30/2017 00:00,CENTRL,61754,7.07,0.03,-1.99
05/30/2017 00:00,DUNWOD,61760,18.2,0.53,-12.61
05/30/2017 00:00,GENESE,61753,6.44,-0.12,-1.51
05/30/2017 00:00,H Q,61844,4.9,-0.15,0.0
05/30/2017 00:00,HUD VL,61758,18.14,0.48,-12.61
05/30/2017 00:00,LONGIL,61762,29.45,0.72,-23.68
05/30/2017 00:00,MHK VL,61756,7.23,0.09,-2.1
05/30/2017 00:00,MILLWD,61759,18.25,0.52,-12.68
05/30/2017 00:00,N.Y.C.,61761,18.34,0.57,-12.72
05/30/2017 00:00,NORTH,61755,4.8,-0.25,0.0
05/30/2017 00:00,NPX,61845,20.0,0.39,-14.56
05/30/2017 00:00,O H,61846,7.05,-0.12,-2.12
05/30/2017 00:00,PJM,61847,13.08,0.24,-7.8
05/30/2017 00:00,WEST,61752,6.89,-0.02,-1.85
05/30/2017 01:00,CAPITL,61757,17.79,0.3,-12.44
05/30/2017 01:00,CENTRL,61754,6.53,0.03,-1.45
05/30/2017 01:00,DUNWOD,61760,14.72,0.51,-9.16
05/30/2017 01:00,GENESE,61753,6.03,-0.11,-1.09
05/30/2017 01:00,H Q,61844,4.9,-0.15,0.0
05/30/2017 01:00,HUD VL,61758,14.68,0.47,-9.16
05/30/2017 01:00,LONGIL,61762,26.76,0.69,-21.01
05/30/2017 01:00,MHK VL,61756,6.67,0.09,-1.52
05/30/2017 01:00,MILLWD,61759,14.76,0.5,-9.21
05/30/2017 01:00,N.Y.C.,61761,14.79,0.57,-9.17
05/30/2017 01:00,NORTH,61755,4.8,-0.25,0.0
05/30/2017 01:00,NPX,61845,16.02,0.39,-10.58
05/30/2017 01:00,O H,61846,6.5,-0.1,-1.54
05/30/2017 01:00,PJM,61847,10.94,0.24,-5.65
05/30/2017 01:00,WEST,61752,6.42,0.02,-1.34
05/30/2017 02:00,CAPITL,61757,14.24,0.3,-8.9
05/30/2017 02:00,CENTRL,61754,6.11,0.03,-1.03
05/30/2017 02:00,DUNWOD,61760,12.1,0.5,-6.55
05/30/2017 02:00,GENESE,61753,5.73,-0.1,-0.78
05/30/2017 02:00,H Q,61844,4.9,-0.15,0.0
05/30/2017 02:00,HUD VL,61758,12.06,0.46,-6.55
05/30/2017 02:00,LONGIL,61762,21.39,0.68,-15.67
05/30/2017 02:00,MHK VL,61756,6.2,0.07,-1.09
05/30/2017 02:00,MILLWD,61759,12.13,0.49,-6.59
05/30/2017 02:00,N.Y.C.,61761,12.17,0.56,-6.56
05/30/2017 02:00,NORTH,61755,4.8,-0.25,0.0
05/30/2017 02:00,NPX,61845,13.0,0.39,-7.56
05/30/2017 02:00,O H,61846,6.07,-0.08,-1.1
05/30/2017 02:00,PJM,61847,9.32,0.24,-4.04
05/30/2017 02:00,WEST,61752,6.04,0.03,-0.96
05/30/2017 03:00,CAPITL,61757,12.6,0.3,-7.28
05/30/2017 03:00,CENTRL,61754,5.9,0.03,-0.85
05/30/2017 03:00,DUNWOD,61760,10.87,0.49,-5.36
05/30/2017 03:00,GENESE,61753,5.56,-0.11,-0.64
05/30/2017 03:00,H Q,61844,4.88,-0.15,0.0
05/30/2017 03:00,HUD VL,61758,10.83,0.45,-5.35
05/30/2017 03:00,LONGIL,61762,21.35,0.67,-15.65
05/30/2017 03:00,MHK VL,61756,5.99,0.08,-0.89
05/30/2017 03:00,MILLWD,61759,10.89,0.48,-5.39
05/30/2017 03:00,N.Y.C.,61761,10.94,0.54,-5.37
05/30/2017 03:00,NORTH,61755,4.78,-0.25,0.0
05/30/2017 03:00,NPX,61845,12.1,0.39,-6.69
05/30/2017 03:00,O H,61846,5.84,-0.09,-0.9
05/30/2017 03:00,PJM,61847,8.56,0.23,-3.3
05/30/2017 03:00,WEST,61752,5.83,0.02,-0.79
05/30/2017 04:00,CAPITL,61757,14.43,0.3,-9.1
05/30/2017 04:00,CENTRL,61754,6.11,0.03,-1.06
05/30/2017 04:00,DUNWOD,61760,12.22,0.49,-6.7
05/30/2017 04:00,GENESE,61753,5.72,-0.11,-0.8
05/30/2017 04:00,H Q,61844,4.88,-0.15,0.0
05/30/2017 04:00,HUD VL,61758,12.18,0.46,-6.7
05/30/2017 04:00,LONGIL,61762,21.99,0.67,-16.29
05/30/2017 04:00,MHK VL,61756,6.21,0.07,-1.11
05/30/2017 04:00,MILLWD,61759,12.24,0.48,-6.74
05/30/2017 04:00,N.Y.C.,61761,12.29,0.55,-6.71
05/30/2017 04:00,NORTH,61755,4.77,-0.25,0.0
05/30/2017 04:00,NPX,61845,13.15,0.39,-7.74
05/30/2017 04:00,O H,61846,6.05,-0.1,-1.13
05/30/2017 04:00,PJM,61847,9.38,0.23,-4.13
05/30/2017 04:00,WEST,61752,6.01,0.01,-0.98
05/30/2017 05:00,CAPITL,61757,17.35,0.3,-12.0
05/30/2017 05:00,CENTRL,61754,6.47,0.03,-1.4
05/30/2017 05:00,DUNWOD,61760,14.37,0.49,-8.84
05/30/2017 05:00,GENESE,61753,6.0,-0.1,-1.05
05/30/2017 05:00,H Q,61844,4.9,-0.15,0.0
05/30/2017 05:00,HUD VL,61758,14.34,0.46,-8.83
05/30/2017 05:00,LONGIL,61762,25.87,0.65,-20.18
05/30/2017 05:00,MHK VL,61756,6.6,0.08,-1.47
05/30/2017 05:00,MILLWD,61759,14.41,0.48,-8.88
05/30/2017 05:00,N.Y.C.,61761,14.45,0.55,-8.85
05/30/2017 05:00,NORTH,61755,4.83,-0.22,0.0
05/30/2017 05:00,NPX,61845,15.63,0.39,-10.2
05/30/2017 05:00,O H,61846,6.42,-0.11,-1.49
05/30/2017 05:00,PJM,61847,10.72,0.22,-5.45
05/30/2017 05:00,WEST,61752,6.35,0.01,-1.3
05/30/2017 06:00,CAPITL,61757,17.67,0.63,-6.68
05/30/2017 06:00,CENTRL,61754,11.31,0.17,-0.78
05/30/2017 06:00,DUNWOD,61760,16.35,1.08,-4.91
05/30/2017 06:00,GENESE,61753,10.88,-0.08,-0.61
05/30/2017 06:00,H Q,61844,4.9,-0.36,5.1
05/30/2017 06:00,HUD VL,61758,16.27,0.98,-4.92
