Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-12-27 00:00:00,48.06,0.0,0.0
2017-12-27 01:00:00,37.72,0.0,0.0
2017-12-27 02:00:00,34.78,117.647058823529,100.0
2017-12-27 03:00:00,34.45,117.647058823529,200.0
2017-12-27 04:00:00,35.15,0.0,200.0
2017-12-27 05:00:00,39.39,0.0,200.0
2017-12-27 06:00:00,65.09,0.0,200.0
2017-12-27 07:00:00,70.0,0.0,200.0
2017-12-27 08:00:00,70.59,0.0,200.0
2017-12-27 09:00:00,86.3,0.0,200.0
2017-12-27 10:00:00,78.07,0.0,200.0
2017-12-27 11:00:00,82.15,0.0,200.0
2017-12-27 12:00:00,61.64,0.0,200.0
2017-12-27 13:00:00,60.95,0.0,200.0
2017-12-27 14:00:00,60.68,0.0,200.0
2017-12-27 15:00:00,60.93,0.0,200.0
2017-12-27 16:00:00,85.61,0.0,200.0
2017-12-27 17:00:00,124.22,-117.647058823529,100.0
2017-12-27 18:00:00,113.31,-117.647058823529,0.0
2017-12-27 19:00:00,99.36,0.0,0.0
2017-12-27 20:00:00,80.0,0.0,0.0
2017-12-27 21:00:00,69.39,0.0,0.0
2017-12-27 22:00:00,56.5,0.0,0.0
2017-12-27 23:00:00,56.49,0.0,0.0
