Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-02-12 00:00:00,28.27,0.0,0.0
2017-02-12 01:00:00,26.66,0.0,0.0
2017-02-12 02:00:00,25.64,0.0,0.0
2017-02-12 03:00:00,25.18,0.0,0.0
2017-02-12 04:00:00,25.13,0.0,0.0
2017-02-12 05:00:00,23.84,117.647058823529,100.0
2017-02-12 06:00:00,25.18,0.0,100.0
2017-02-12 07:00:00,23.71,117.647058823529,200.0
2017-02-12 08:00:00,25.87,0.0,200.0
2017-02-12 09:00:00,29.87,0.0,200.0
2017-02-12 10:00:00,29.97,0.0,200.0
2017-02-12 11:00:00,31.66,0.0,200.0
2017-02-12 12:00:00,31.14,0.0,200.0
2017-02-12 13:00:00,31.21,0.0,200.0
2017-02-12 14:00:00,29.6,0.0,200.0
2017-02-12 15:00:00,28.1,0.0,200.0
2017-02-12 16:00:00,30.31,0.0,200.0
2017-02-12 17:00:00,36.55,-117.647058823529,100.0
2017-02-12 18:00:00,38.23,-117.647058823529,0.0
2017-02-12 19:00:00,32.65,0.0,0.0
2017-02-12 20:00:00,30.54,0.0,0.0
2017-02-12 21:00:00,28.59,0.0,0.0
2017-02-12 22:00:00,27.32,0.0,0.0
2017-02-12 23:00:00,26.48,0.0,0.0
2017-02-04 00:00:00,36.93,0.0,0.0
2017-02-04 01:00:00,34.68,0.0,0.0
2017-02-04 02:00:00,32.51,0.0,0.0
2017-02-04 03:00:00,32.4,0.0,0.0
2017-02-04 04:00:00,32.63,0.0,0.0
2017-02-04 05:00:00,32.31,117.647058823529,100.0
2017-02-04 06:00:00,33.37,0.0,100.0
2017-02-04 07:00:00,35.23,0.0,100.0
2017-02-04 08:00:00,38.37,0.0,100.0
2017-02-04 09:00:00,40.73,0.0,100.0
2017-02-04 10:00:00,40.51,0.0,100.0
2017-02-04 11:00:00,37.92,0.0,100.0
2017-02-04 12:00:00,37.07,0.0,100.0
2017-02-04 13:00:00,35.13,0.0,100.0
2017-02-04 14:00:00,34.76,0.0,100.0
2017-02-04 15:00:00,32.07,117.647058823529,200.0
2017-02-04 16:00:00,37.16,0.0,200.0
2017-02-04 17:00:00,47.2,-117.647058823529,100.0
2017-02-04 18:00:00,49.72,-117.647058823529,0.0
2017-02-04 19:00:00,44.1,0.0,0.0
2017-02-04 20:00:00,39.77,0.0,0.0
2017-02-04 21:00:00,37.29,0.0,0.0
2017-02-04 22:00:00,35.37,0.0,0.0
2017-02-04 23:00:00,34.73,0.0,0.0
2017-02-20 00:00:00,23.65,0.0,0.0
2017-02-20 01:00:00,22.14,0.0,0.0
2017-02-20 02:00:00,21.59,117.647058823529,100.0
2017-02-20 03:00:00,21.0,117.647058823529,200.0
2017-02-20 04:00:00,22.1,0.0,200.0
2017-02-20 05:00:00,23.87,0.0,200.0
2017-02-20 06:00:00,25.45,0.0,200.0
2017-02-20 07:00:00,27.76,0.0,200.0
2017-02-20 08:00:00,28.56,0.0,200.0
2017-02-20 09:00:00,29.47,0.0,200.0
2017-02-20 10:00:00,30.01,0.0,200.0
2017-02-20 11:00:00,29.39,0.0,200.0
2017-02-20 12:00:00,29.02,0.0,200.0
2017-02-20 13:00:00,28.08,0.0,200.0
2017-02-20 14:00:00,26.99,0.0,200.0
2017-02-20 15:00:00,27.06,0.0,200.0
2017-02-20 16:00:00,30.02,0.0,200.0
2017-02-20 17:00:00,36.29,0.0,200.0
2017-02-20 18:00:00,41.37,-117.647058823529,100.0
2017-02-20 19:00:00,37.62,-117.647058823529,0.0
2017-02-20 20:00:00,33.69,0.0,0.0
2017-02-20 21:00:00,29.24,0.0,0.0
2017-02-20 22:00:00,27.3,0.0,0.0
2017-02-20 23:00:00,25.04,0.0,0.0
2017-02-27 00:00:00,18.8,0.0,0.0
