Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-05-30 00:00:00,18.34,0.0,0.0
2017-05-30 01:00:00,14.79,0.0,0.0
2017-05-30 02:00:00,12.17,117.647058823529,100.0
2017-05-30 03:00:00,10.94,117.647058823529,200.0
2017-05-30 04:00:00,12.29,0.0,200.0
2017-05-30 05:00:00,14.45,0.0,200.0
2017-05-30 06:00:00,16.47,0.0,200.0
2017-05-30 07:00:00,26.82,0.0,200.0
2017-05-30 08:00:00,29.95,0.0,200.0
2017-05-30 09:00:00,32.18,0.0,200.0
2017-05-30 10:00:00,32.6,0.0,200.0
2017-05-30 11:00:00,32.68,0.0,200.0
2017-05-30 12:00:00,32.64,0.0,200.0
2017-05-30 13:00:00,32.66,0.0,200.0
2017-05-30 14:00:00,32.72,0.0,200.0
2017-05-30 15:00:00,32.76,0.0,200.0
2017-05-30 16:00:00,32.78,-117.647058823529,100.0
2017-05-30 17:00:00,33.83,-117.647058823529,0.0
2017-05-30 18:00:00,32.28,0.0,0.0
2017-05-30 19:00:00,31.8,0.0,0.0
2017-05-30 20:00:00,31.6,0.0,0.0
2017-05-30 21:00:00,28.87,0.0,0.0
2017-05-30 22:00:00,25.99,0.0,0.0
2017-05-30 23:00:00,17.33,0.0,0.0
2017-05-14 00:00:00,24.15,0.0,0.0
2017-05-14 01:00:00,22.24,0.0,0.0
2017-05-14 02:00:00,21.01,0.0,0.0
2017-05-14 03:00:00,20.06,0.0,0.0
2017-05-14 04:00:00,18.56,117.647058823529,100.0
2017-05-14 05:00:00,17.9,117.647058823529,200.0
2017-05-14 06:00:00,19.63,0.0,200.0
2017-05-14 07:00:00,19.41,0.0,200.0
2017-05-14 08:00:00,28.69,0.0,200.0
2017-05-14 09:00:00,29.08,0.0,200.0
2017-05-14 10:00:00,30.74,0.0,200.0
2017-05-14 11:00:00,32.88,0.0,200.0
2017-05-14 12:00:00,30.93,0.0,200.0
2017-05-14 13:00:00,32.98,0.0,200.0
2017-05-14 14:00:00,32.8,0.0,200.0
2017-05-14 15:00:00,32.88,0.0,200.0
2017-05-14 16:00:00,32.94,0.0,200.0
2017-05-14 17:00:00,35.21,0.0,200.0
2017-05-14 18:00:00,34.99,0.0,200.0
2017-05-14 19:00:00,36.05,-117.647058823529,100.0
2017-05-14 20:00:00,39.95,-117.647058823529,0.0
2017-05-14 21:00:00,35.35,0.0,0.0
2017-05-14 22:00:00,30.42,0.0,0.0
2017-05-14 23:00:00,28.41,0.0,0.0
2017-05-29 00:00:00,23.75,0.0,0.0
2017-05-29 01:00:00,20.0,0.0,0.0
2017-05-29 02:00:00,13.41,0.0,0.0
2017-05-29 03:00:00,10.84,0.0,0.0
2017-05-29 04:00:00,11.42,0.0,0.0
2017-05-29 05:00:00,10.39,117.647058823529,100.0
2017-05-29 06:00:00,10.26,117.647058823529,200.0
2017-05-29 07:00:00,13.44,0.0,200.0
2017-05-29 08:00:00,23.17,0.0,200.0
2017-05-29 09:00:00,26.07,0.0,200.0
2017-05-29 10:00:00,26.11,0.0,200.0
2017-05-29 11:00:00,29.14,0.0,200.0
2017-05-29 12:00:00,28.71,0.0,200.0
2017-05-29 13:00:00,29.2,0.0,200.0
2017-05-29 14:00:00,29.31,0.0,200.0
2017-05-29 15:00:00,29.56,0.0,200.0
2017-05-29 16:00:00,29.72,0.0,200.0
2017-05-29 17:00:00,30.42,0.0,200.0
2017-05-29 18:00:00,30.75,0.0,200.0
2017-05-29 19:00:00,31.05,-117.647058823529,100.0
2017-05-29 20:00:00,31.55,-117.647058823529,0.0
2017-05-29 21:00:00,30.51,0.0,0.0
2017-05-29 22:00:00,26.72,0.0,0.0
2017-05-29 23:00:00,24.67,0.0,0.0
2017-05-26 00:00:00,19.31,0.0,0.0
2017-05-26 01:00:00,14.63,0.0,0.0
2017-05-26 02:00:00,11.83,0.0,0.0
2017-05-26 03:00:00,9.77,117.647058823529,100.0
2017-05-26 04:00:00,10.19,117.647058823529,200.0
2017-05-26 05:00:00,13.94,0.0,200.0
2017-05-26 06:00:00,21.91,0.0,200.0
2017-05-26 07:00:00,28.14,0.0,200.0
2017-05-26 08:00:00,34.97,0.0,200.0
2017-05-26 09:00:00,37.95,-117.647058823529,100.0
2017-05-26 10:00:00,37.06,-117.647058823529,0.0
2017-05-26 11:00:00,36.64,0.0,0.0
2017-05-26 12:00:00,35.83,0.0,0.0
2017-05-26 13:00:00,36.0,0.0,0.0
2017-05-26 14:00:00,35.81,0.0,0.0
2017-05-26 15:00:00,35.87,0.0,0.0
2017-05-26 16:00:00,36.2,0.0,0.0
2017-05-26 17:00:00,36.47,0.0,0.0
2017-05-26 18:00:00,35.14,0.0,0.0
2017-05-26 19:00:00,33.21,0.0,0.0
2017-05-26 20:00:00,33.21,0.0,0.0
2017-05-26 21:00:00,29.73,0.0,0.0
2017-05-26 22:00:00,28.05,0.0,0.0
2017-05-26 23:00:00,26.86,0.0,0.0
2017-05-02 00:00:00,26.53,0.0,0.0
2017-05-02 01:00:00,24.8,0.0,0.0
2017-05-02 02:00:00,22.77,0.0,0.0
2017-05-02 03:00:00,21.08,117.647058823529,100.0
2017-05-02 04:00:00,20.5,117.647058823529,200.0
2017-05-02 05:00:00,21.72,0.0,200.0
2017-05-02 06:00:00,28.1,0.0,200.0
2017-05-02 07:00:00,35.07,0.0,200.0
2017-05-02 08:00:00,43.41,0.0,200.0
2017-05-02 09:00:00,43.06,0.0,200.0
2017-05-02 10:00:00,45.63,-117.647058823529,100.0
2017-05-02 11:00:00,45.62,0.0,100.0
2017-05-02 12:00:00,45.38,0.0,100.0
2017-05-02 13:00:00,45.36,0.0,100.0
2017-05-02 14:00:00,45.32,0.0,100.0
2017-05-02 15:00:00,45.63,0.0,100.0
2017-05-02 16:00:00,45.47,0.0,100.0
2017-05-02 17:00:00,46.74,-117.647058823529,0.0
2017-05-02 18:00:00,42.48,0.0,0.0
2017-05-02 19:00:00,43.37,0.0,0.0
2017-05-02 20:00:00,42.95,0.0,0.0
2017-05-02 21:00:00,38.91,0.0,0.0
2017-05-02 22:00:00,35.81,0.0,0.0
2017-05-02 23:00:00,26.48,0.0,0.0
2017-05-05 00:00:00,23.8,0.0,0.0
2017-05-05 01:00:00,21.24,0.0,0.0
2017-05-05 02:00:00,20.13,0.0,0.0
2017-05-05 03:00:00,18.51,117.647058823529,100.0
2017-05-05 04:00:00,19.3,117.647058823529,200.0
2017-05-05 05:00:00,21.02,0.0,200.0
2017-05-05 06:00:00,27.87,0.0,200.0
2017-05-05 07:00:00,35.17,0.0,200.0
2017-05-05 08:00:00,36.89,0.0,200.0
2017-05-05 09:00:00,39.58,0.0,200.0
2017-05-05 10:00:00,41.33,0.0,200.0
2017-05-05 11:00:00,42.19,-117.647058823529,100.0
2017-05-05 12:00:00,41.49,0.0,100.0
2017-05-05 13:00:00,41.04,0.0,100.0
2017-05-05 14:00:00,40.24,0.0,100.0
2017-05-05 15:00:00,39.62,0.0,100.0
2017-05-05 16:00:00,39.68,0.0,100.0
2017-05-05 17:00:00,42.64,-117.647058823529,0.0
2017-05-05 18:00:00,38.62,0.0,0.0
2017-05-05 19:00:00,33.76,0.0,0.0
2017-05-05 20:00:00,36.51,0.0,0.0
2017-05-05 21:00:00,30.92,0.0,0.0
2017-05-05 22:00:00,30.16,0.0,0.0
2017-05-05 23:00:00,26.94,0.0,0.0
2017-05-21 00:00:00,26.1,0.0,0.0
2017-05-21 01:00:00,26.03,0.0,0.0
2017-05-21 02:00:00,23.38,0.0,0.0
2017-05-21 03:00:00,22.38,0.0,0.0
2017-05-21 04:00:00,23.61,0.0,0.0
2017-05-21 05:00:00,21.41,0.0,0.0
2017-05-21 06:00:00,18.25,117.647058823529,100.0
2017-05-21 07:00:00,16.38,117.647058823529,200.0
2017-05-21 08:00:00,19.34,0.0,200.0
2017-05-21 09:00:00,24.54,0.0,200.0
2017-05-21 10:00:00,27.04,0.0,200.0
2017-05-21 11:00:00,28.07,0.0,200.0
2017-05-21 12:00:00,28.06,0.0,200.0
2017-05-21 13:00:00,27.72,0.0,200.0
2017-05-21 14:00:00,27.01,0.0,200.0
2017-05-21 15:00:00,28.06,0.0,200.0
2017-05-21 16:00:00,28.0,0.0,200.0
2017-05-21 17:00:00,30.0,0.0,200.0
2017-05-21 18:00:00,33.36,0.0,200.0
2017-05-21 19:00:00,33.45,-117.647058823529,100.0
2017-05-21 20:00:00,35.64,-117.647058823529,0.0
2017-05-21 21:00:00,31.39,0.0,0.0
2017-05-21 22:00:00,27.9,0.0,0.0
2017-05-21 23:00:00,24.49,0.0,0.0
2017-05-13 00:00:00,28.9,0.0,0.0
2017-05-13 01:00:00,24.02,0.0,0.0
2017-05-13 02:00:00,21.96,0.0,0.0
2017-05-13 03:00:00,20.99,117.647058823529,100.0
2017-05-13 04:00:00,20.86,117.647058823529,200.0
2017-05-13 05:00:00,21.31,0.0,200.0
2017-05-13 06:00:00,25.46,0.0,200.0
2017-05-13 07:00:00,29.09,0.0,200.0
2017-05-13 08:00:00,31.02,0.0,200.0
2017-05-13 09:00:00,34.93,0.0,200.0
2017-05-13 10:00:00,36.36,0.0,200.0
2017-05-13 11:00:00,38.14,0.0,200.0
2017-05-13 12:00:00,36.84,0.0,200.0
2017-05-13 13:00:00,36.0,0.0,200.0
2017-05-13 14:00:00,34.52,0.0,200.0
2017-05-13 15:00:00,34.44,0.0,200.0
2017-05-13 16:00:00,35.62,0.0,200.0
2017-05-13 17:00:00,39.17,0.0,200.0
2017-05-13 18:00:00,38.27,0.0,200.0
2017-05-13 19:00:00,40.85,-117.647058823529,100.0
2017-05-13 20:00:00,41.22,-117.647058823529,0.0
2017-05-13 21:00:00,37.05,0.0,0.0
2017-05-13 22:00:00,32.36,0.0,0.0
2017-05-13 23:00:00,28.93,0.0,0.0
2017-05-04 00:00:00,23.28,0.0,0.0
2017-05-04 01:00:00,22.17,0.0,0.0
2017-05-04 02:00:00,21.69,0.0,0.0
2017-05-04 03:00:00,21.09,117.647058823529,100.0
2017-05-04 04:00:00,21.29,117.647058823529,200.0
2017-05-04 05:00:00,24.49,0.0,200.0
2017-05-04 06:00:00,30.43,0.0,200.0
2017-05-04 07:00:00,35.11,0.0,200.0
2017-05-04 08:00:00,37.64,0.0,200.0
2017-05-04 09:00:00,39.89,0.0,200.0
2017-05-04 10:00:00,38.28,0.0,200.0
2017-05-04 11:00:00,38.33,0.0,200.0
2017-05-04 12:00:00,38.45,0.0,200.0
2017-05-04 13:00:00,38.34,0.0,200.0
2017-05-04 14:00:00,38.32,0.0,200.0
2017-05-04 15:00:00,38.2,0.0,200.0
2017-05-04 16:00:00,38.4,0.0,200.0
2017-05-04 17:00:00,40.13,-117.647058823529,100.0
2017-05-04 18:00:00,38.76,0.0,100.0
2017-05-04 19:00:00,38.47,0.0,100.0
2017-05-04 20:00:00,43.27,-117.647058823529,0.0
2017-05-04 21:00:00,36.27,0.0,0.0
2017-05-04 22:00:00,29.56,0.0,0.0
2017-05-04 23:00:00,25.6,0.0,0.0
2017-05-20 00:00:00,33.75,0.0,0.0
2017-05-20 01:00:00,28.15,0.0,0.0
2017-05-20 02:00:00,25.53,0.0,0.0
2017-05-20 03:00:00,20.91,0.0,0.0
2017-05-20 04:00:00,19.59,117.647058823529,100.0
2017-05-20 05:00:00,19.62,0.0,100.0
2017-05-20 06:00:00,18.04,117.647058823529,200.0
2017-05-20 07:00:00,21.09,0.0,200.0
2017-05-20 08:00:00,29.95,0.0,200.0
2017-05-20 09:00:00,33.88,0.0,200.0
2017-05-20 10:00:00,35.64,-117.647058823529,100.0
2017-05-20 11:00:00,35.57,0.0,100.0
2017-05-20 12:00:00,35.34,0.0,100.0
2017-05-20 13:00:00,35.5,0.0,100.0
2017-05-20 14:00:00,34.84,0.0,100.0
2017-05-20 15:00:00,34.26,0.0,100.0
2017-05-20 16:00:00,35.37,0.0,100.0
2017-05-20 17:00:00,35.47,0.0,100.0
