Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-08-16 00:00:00,27.05,0.0,0.0
2017-08-16 01:00:00,25.75,0.0,0.0
2017-08-16 02:00:00,20.37,0.0,0.0
2017-08-16 03:00:00,18.93,117.647058823529,100.0
2017-08-16 04:00:00,18.6,117.647058823529,200.0
2017-08-16 05:00:00,20.98,0.0,200.0
2017-08-16 06:00:00,25.93,0.0,200.0
2017-08-16 07:00:00,28.29,0.0,200.0
2017-08-16 08:00:00,33.27,0.0,200.0
2017-08-16 09:00:00,35.42,0.0,200.0
2017-08-16 10:00:00,37.81,0.0,200.0
2017-08-16 11:00:00,39.57,0.0,200.0
2017-08-16 12:00:00,41.4,0.0,200.0
2017-08-16 13:00:00,44.32,0.0,200.0
2017-08-16 14:00:00,55.11,0.0,200.0
2017-08-16 15:00:00,56.79,0.0,200.0
2017-08-16 16:00:00,61.34,-117.647058823529,100.0
2017-08-16 17:00:00,58.92,-117.647058823529,0.0
2017-08-16 18:00:00,48.44,0.0,0.0
2017-08-16 19:00:00,41.08,0.0,0.0
2017-08-16 20:00:00,40.39,0.0,0.0
2017-08-16 21:00:00,40.63,0.0,0.0
2017-08-16 22:00:00,37.1,0.0,0.0
2017-08-16 23:00:00,31.49,0.0,0.0
2017-08-24 00:00:00,28.77,0.0,0.0
2017-08-24 01:00:00,22.91,0.0,0.0
2017-08-24 02:00:00,19.43,0.0,0.0
2017-08-24 03:00:00,18.37,117.647058823529,100.0
2017-08-24 04:00:00,18.46,117.647058823529,200.0
2017-08-24 05:00:00,20.43,0.0,200.0
2017-08-24 06:00:00,22.77,0.0,200.0
2017-08-24 07:00:00,25.97,0.0,200.0
2017-08-24 08:00:00,28.02,0.0,200.0
2017-08-24 09:00:00,30.93,0.0,200.0
2017-08-24 10:00:00,32.61,0.0,200.0
2017-08-24 11:00:00,33.47,0.0,200.0
2017-08-24 12:00:00,34.99,0.0,200.0
2017-08-24 13:00:00,36.19,0.0,200.0
2017-08-24 14:00:00,37.34,0.0,200.0
2017-08-24 15:00:00,40.33,-117.647058823529,100.0
2017-08-24 16:00:00,41.33,-117.647058823529,0.0
2017-08-24 17:00:00,36.2,0.0,0.0
2017-08-24 18:00:00,33.34,0.0,0.0
2017-08-24 19:00:00,31.86,0.0,0.0
2017-08-24 20:00:00,31.31,0.0,0.0
2017-08-24 21:00:00,27.65,0.0,0.0
2017-08-24 22:00:00,25.5,0.0,0.0
2017-08-24 23:00:00,22.25,0.0,0.0
