Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-10-11 00:00:00,27.31,0.0,0.0
2017-10-11 01:00:00,26.5,0.0,0.0
2017-10-11 02:00:00,21.5,0.0,0.0
2017-10-11 03:00:00,18.78,117.647058823529,100.0
2017-10-11 04:00:00,18.7,117.647058823529,200.0
2017-10-11 05:00:00,21.77,0.0,200.0
2017-10-11 06:00:00,31.77,0.0,200.0
2017-10-11 07:00:00,33.1,0.0,200.0
2017-10-11 08:00:00,36.46,0.0,200.0
2017-10-11 09:00:00,40.42,-117.647058823529,100.0
2017-10-11 10:00:00,38.51,0.0,100.0
2017-10-11 11:00:00,38.98,0.0,100.0
2017-10-11 12:00:00,38.69,0.0,100.0
2017-10-11 13:00:00,37.93,0.0,100.0
2017-10-11 14:00:00,38.94,0.0,100.0
2017-10-11 15:00:00,38.75,0.0,100.0
2017-10-11 16:00:00,39.4,0.0,100.0
2017-10-11 17:00:00,40.0,0.0,100.0
2017-10-11 18:00:00,40.15,-117.647058823529,0.0
2017-10-11 19:00:00,39.53,0.0,0.0
2017-10-11 20:00:00,35.21,0.0,0.0
2017-10-11 21:00:00,31.94,0.0,0.0
2017-10-11 22:00:00,28.8,0.0,0.0
2017-10-11 23:00:00,23.8,0.0,0.0
2017-10-08 00:00:00,27.5,0.0,0.0
2017-10-08 01:00:00,25.46,0.0,0.0
2017-10-08 02:00:00,23.3,0.0,0.0
2017-10-08 03:00:00,22.13,0.0,0.0
2017-10-08 04:00:00,21.0,117.647058823529,100.0
2017-10-08 05:00:00,20.5,117.647058823529,200.0
2017-10-08 06:00:00,23.0,0.0,200.0
2017-10-08 07:00:00,26.0,0.0,200.0
2017-10-08 08:00:00,30.52,0.0,200.0
2017-10-08 09:00:00,34.44,0.0,200.0
2017-10-08 10:00:00,35.0,0.0,200.0
2017-10-08 11:00:00,36.97,0.0,200.0
2017-10-08 12:00:00,37.38,0.0,200.0
2017-10-08 13:00:00,39.57,0.0,200.0
2017-10-08 14:00:00,42.05,0.0,200.0
2017-10-08 15:00:00,44.64,0.0,200.0
2017-10-08 16:00:00,47.73,-117.647058823529,100.0
2017-10-08 17:00:00,46.67,-117.647058823529,0.0
2017-10-08 18:00:00,45.28,0.0,0.0
2017-10-08 19:00:00,45.3,0.0,0.0
2017-10-08 20:00:00,41.54,0.0,0.0
2017-10-08 21:00:00,38.38,0.0,0.0
2017-10-08 22:00:00,36.77,0.0,0.0
2017-10-08 23:00:00,31.1,0.0,0.0
2017-10-07 00:00:00,31.14,0.0,0.0
2017-10-07 01:00:00,26.38,0.0,0.0
2017-10-07 02:00:00,21.34,0.0,0.0
2017-10-07 03:00:00,20.62,0.0,0.0
2017-10-07 04:00:00,19.5,117.647058823529,100.0
2017-10-07 05:00:00,20.3,117.647058823529,200.0
2017-10-07 06:00:00,22.2,0.0,200.0
2017-10-07 07:00:00,27.28,0.0,200.0
2017-10-07 08:00:00,31.56,0.0,200.0
2017-10-07 09:00:00,34.0,0.0,200.0
2017-10-07 10:00:00,31.61,0.0,200.0
2017-10-07 11:00:00,35.7,0.0,200.0
2017-10-07 12:00:00,35.99,0.0,200.0
2017-10-07 13:00:00,35.98,0.0,200.0
2017-10-07 14:00:00,36.79,0.0,200.0
2017-10-07 15:00:00,37.25,0.0,200.0
2017-10-07 16:00:00,37.52,0.0,200.0
2017-10-07 17:00:00,37.97,-117.647058823529,100.0
2017-10-07 18:00:00,37.65,0.0,100.0
2017-10-07 19:00:00,38.15,-117.647058823529,0.0
2017-10-07 20:00:00,35.0,0.0,0.0
2017-10-07 21:00:00,32.6,0.0,0.0
2017-10-07 22:00:00,30.0,0.0,0.0
2017-10-07 23:00:00,28.7,0.0,0.0
2017-10-23 00:00:00,17.4,0.0,0.0
2017-10-23 01:00:00,11.9,0.0,0.0
2017-10-23 02:00:00,10.52,117.647058823529,100.0
2017-10-23 03:00:00,10.18,117.647058823529,200.0
2017-10-23 04:00:00,11.18,0.0,200.0
2017-10-23 05:00:00,11.78,0.0,200.0
2017-10-23 06:00:00,22.01,0.0,200.0
2017-10-23 07:00:00,28.28,0.0,200.0
2017-10-23 08:00:00,27.81,0.0,200.0
2017-10-23 09:00:00,29.61,0.0,200.0
2017-10-23 10:00:00,30.5,0.0,200.0
2017-10-23 11:00:00,31.94,0.0,200.0
2017-10-23 12:00:00,30.9,0.0,200.0
2017-10-23 13:00:00,31.54,0.0,200.0
2017-10-23 14:00:00,33.23,0.0,200.0
2017-10-23 15:00:00,31.29,0.0,200.0
2017-10-23 16:00:00,33.58,0.0,200.0
2017-10-23 17:00:00,35.47,-117.647058823529,100.0
2017-10-23 18:00:00,39.82,-117.647058823529,0.0
2017-10-23 19:00:00,35.4,0.0,0.0
2017-10-23 20:00:00,33.07,0.0,0.0
2017-10-23 21:00:00,28.46,0.0,0.0
2017-10-23 22:00:00,22.4,0.0,0.0
2017-10-23 23:00:00,18.83,0.0,0.0
2017-10-24 00:00:00,19.51,0.0,0.0
2017-10-24 01:00:00,16.83,0.0,0.0
2017-10-24 02:00:00,12.65,0.0,0.0
2017-10-24 03:00:00,11.43,117.647058823529,100.0
2017-10-24 04:00:00,12.54,117.647058823529,200.0
2017-10-24 05:00:00,14.45,0.0,200.0
2017-10-24 06:00:00,23.41,0.0,200.0
2017-10-24 07:00:00,29.76,0.0,200.0
2017-10-24 08:00:00,33.16,0.0,200.0
2017-10-24 09:00:00,36.12,0.0,200.0
2017-10-24 10:00:00,33.87,0.0,200.0
2017-10-24 11:00:00,33.61,0.0,200.0
2017-10-24 12:00:00,31.27,0.0,200.0
2017-10-24 13:00:00,31.06,0.0,200.0
2017-10-24 14:00:00,32.53,0.0,200.0
2017-10-24 15:00:00,31.26,0.0,200.0
2017-10-24 16:00:00,32.0,0.0,200.0
2017-10-24 17:00:00,33.75,0.0,200.0
2017-10-24 18:00:00,41.0,-117.647058823529,100.0
2017-10-24 19:00:00,40.91,-117.647058823529,0.0
2017-10-24 20:00:00,31.09,0.0,0.0
2017-10-24 21:00:00,29.36,0.0,0.0
2017-10-24 22:00:00,26.3,0.0,0.0
2017-10-24 23:00:00,22.2,0.0,0.0
2017-10-19 00:00:00,22.04,0.0,0.0
2017-10-19 01:00:00,19.88,0.0,0.0
2017-10-19 02:00:00,18.32,0.0,0.0
2017-10-19 03:00:00,17.9,117.647058823529,100.0
2017-10-19 04:00:00,18.07,117.647058823529,200.0
2017-10-19 05:00:00,19.74,0.0,200.0
2017-10-19 06:00:00,30.8,0.0,200.0
2017-10-19 07:00:00,33.6,0.0,200.0
2017-10-19 08:00:00,32.3,0.0,200.0
2017-10-19 09:00:00,37.57,0.0,200.0
2017-10-19 10:00:00,35.34,0.0,200.0
2017-10-19 11:00:00,35.62,0.0,200.0
2017-10-19 12:00:00,35.47,0.0,200.0
2017-10-19 13:00:00,35.64,0.0,200.0
2017-10-19 14:00:00,35.62,0.0,200.0
2017-10-19 15:00:00,35.58,0.0,200.0
2017-10-19 16:00:00,33.6,0.0,200.0
2017-10-19 17:00:00,34.92,0.0,200.0
2017-10-19 18:00:00,39.39,-117.647058823529,100.0
2017-10-19 19:00:00,38.57,-117.647058823529,0.0
2017-10-19 20:00:00,32.51,0.0,0.0
2017-10-19 21:00:00,28.5,0.0,0.0
2017-10-19 22:00:00,25.36,0.0,0.0
2017-10-19 23:00:00,21.79,0.0,0.0
2017-10-16 00:00:00,23.56,0.0,0.0
2017-10-16 01:00:00,21.08,0.0,0.0
2017-10-16 02:00:00,20.29,0.0,0.0
2017-10-16 03:00:00,18.65,0.0,0.0
2017-10-16 04:00:00,18.49,117.647058823529,100.0
2017-10-16 05:00:00,18.32,117.647058823529,200.0
2017-10-16 06:00:00,28.83,0.0,200.0
2017-10-16 07:00:00,29.35,0.0,200.0
2017-10-16 08:00:00,28.79,0.0,200.0
2017-10-16 09:00:00,32.55,0.0,200.0
2017-10-16 10:00:00,33.09,0.0,200.0
2017-10-16 11:00:00,32.71,0.0,200.0
2017-10-16 12:00:00,32.26,0.0,200.0
2017-10-16 13:00:00,32.23,0.0,200.0
2017-10-16 14:00:00,32.0,0.0,200.0
2017-10-16 15:00:00,34.12,0.0,200.0
2017-10-16 16:00:00,35.44,0.0,200.0
2017-10-16 17:00:00,37.15,0.0,200.0
2017-10-16 18:00:00,39.67,-117.647058823529,100.0
2017-10-16 19:00:00,40.01,-117.647058823529,0.0
2017-10-16 20:00:00,33.88,0.0,0.0
2017-10-16 21:00:00,28.87,0.0,0.0
2017-10-16 22:00:00,23.07,0.0,0.0
2017-10-16 23:00:00,20.71,0.0,0.0
2017-10-25 00:00:00,21.65,0.0,0.0
2017-10-25 01:00:00,17.21,0.0,0.0
2017-10-25 02:00:00,16.07,117.647058823529,100.0
2017-10-25 03:00:00,13.47,117.647058823529,200.0
2017-10-25 04:00:00,16.48,0.0,200.0
2017-10-25 05:00:00,19.14,0.0,200.0
2017-10-25 06:00:00,27.5,0.0,200.0
2017-10-25 07:00:00,31.08,0.0,200.0
2017-10-25 08:00:00,34.49,0.0,200.0
