Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-04-29 00:00:00,24.98,0.0,0.0
2017-04-29 01:00:00,21.78,0.0,0.0
2017-04-29 02:00:00,19.88,0.0,0.0
2017-04-29 03:00:00,19.53,117.647058823529,100.0
2017-04-29 04:00:00,19.63,0.0,100.0
2017-04-29 05:00:00,19.82,0.0,100.0
2017-04-29 06:00:00,18.75,117.647058823529,200.0
2017-04-29 07:00:00,21.97,0.0,200.0
2017-04-29 08:00:00,24.59,0.0,200.0
2017-04-29 09:00:00,29.53,0.0,200.0
2017-04-29 10:00:00,31.95,0.0,200.0
2017-04-29 11:00:00,33.66,0.0,200.0
2017-04-29 12:00:00,34.72,0.0,200.0
2017-04-29 13:00:00,34.6,0.0,200.0
2017-04-29 14:00:00,34.72,0.0,200.0
2017-04-29 15:00:00,35.25,0.0,200.0
2017-04-29 16:00:00,36.38,0.0,200.0
2017-04-29 17:00:00,37.03,0.0,200.0
2017-04-29 18:00:00,35.71,0.0,200.0
2017-04-29 19:00:00,37.07,-117.647058823529,100.0
2017-04-29 20:00:00,41.38,-117.647058823529,0.0
2017-04-29 21:00:00,34.51,0.0,0.0
2017-04-29 22:00:00,29.29,0.0,0.0
2017-04-29 23:00:00,24.39,0.0,0.0
