Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-04-09 00:00:00,28.16,0.0,0.0
2017-04-09 01:00:00,25.95,0.0,0.0
2017-04-09 02:00:00,24.34,0.0,0.0
2017-04-09 03:00:00,24.29,117.647058823529,100.0
2017-04-09 04:00:00,24.25,117.647058823529,200.0
2017-04-09 05:00:00,25.23,0.0,200.0
2017-04-09 06:00:00,25.06,0.0,200.0
2017-04-09 07:00:00,27.06,0.0,200.0
2017-04-09 08:00:00,32.25,0.0,200.0
2017-04-09 09:00:00,35.47,0.0,200.0
2017-04-09 10:00:00,34.01,0.0,200.0
2017-04-09 11:00:00,32.63,0.0,200.0
2017-04-09 12:00:00,29.67,0.0,200.0
2017-04-09 13:00:00,27.41,0.0,200.0
2017-04-09 14:00:00,25.9,0.0,200.0
2017-04-09 15:00:00,25.54,0.0,200.0
2017-04-09 16:00:00,26.08,0.0,200.0
2017-04-09 17:00:00,29.4,0.0,200.0
2017-04-09 18:00:00,31.06,0.0,200.0
2017-04-09 19:00:00,39.75,-117.647058823529,100.0
2017-04-09 20:00:00,40.62,-117.647058823529,0.0
2017-04-09 21:00:00,33.85,0.0,0.0
2017-04-09 22:00:00,25.61,0.0,0.0
2017-04-09 23:00:00,23.92,0.0,0.0
