Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-04-10 00:00:00,23.34,0.0,0.0
2017-04-10 01:00:00,21.69,0.0,0.0
2017-04-10 02:00:00,20.69,117.647058823529,100.0
2017-04-10 03:00:00,20.3,117.647058823529,200.0
2017-04-10 04:00:00,21.08,0.0,200.0
2017-04-10 05:00:00,23.87,0.0,200.0
2017-04-10 06:00:00,29.56,0.0,200.0
2017-04-10 07:00:00,35.38,0.0,200.0
2017-04-10 08:00:00,36.61,0.0,200.0
2017-04-10 09:00:00,38.37,0.0,200.0
2017-04-10 10:00:00,35.7,0.0,200.0
2017-04-10 11:00:00,42.02,0.0,200.0
2017-04-10 12:00:00,42.06,0.0,200.0
2017-04-10 13:00:00,42.08,0.0,200.0
2017-04-10 14:00:00,44.29,-117.647058823529,100.0
2017-04-10 15:00:00,32.91,0.0,100.0
2017-04-10 16:00:00,34.24,0.0,100.0
2017-04-10 17:00:00,37.7,0.0,100.0
2017-04-10 18:00:00,39.96,0.0,100.0
2017-04-10 19:00:00,43.91,0.0,100.0
2017-04-10 20:00:00,45.83,-117.647058823529,0.0
2017-04-10 21:00:00,35.14,0.0,0.0
2017-04-10 22:00:00,27.56,0.0,0.0
2017-04-10 23:00:00,24.67,0.0,0.0
