Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-08-17 00:00:00,26.51,0.0,0.0
2017-08-17 01:00:00,23.65,0.0,0.0
2017-08-17 02:00:00,19.46,0.0,0.0
2017-08-17 03:00:00,18.9,117.647058823529,100.0
2017-08-17 04:00:00,18.6,117.647058823529,200.0
2017-08-17 05:00:00,20.15,0.0,200.0
2017-08-17 06:00:00,23.86,0.0,200.0
2017-08-17 07:00:00,28.02,0.0,200.0
2017-08-17 08:00:00,32.46,0.0,200.0
2017-08-17 09:00:00,34.84,0.0,200.0
2017-08-17 10:00:00,33.03,0.0,200.0
2017-08-17 11:00:00,33.63,0.0,200.0
2017-08-17 12:00:00,35.54,0.0,200.0
2017-08-17 13:00:00,36.58,0.0,200.0
2017-08-17 14:00:00,38.55,0.0,200.0
2017-08-17 15:00:00,40.57,0.0,200.0
2017-08-17 16:00:00,41.91,-117.647058823529,100.0
2017-08-17 17:00:00,41.37,-117.647058823529,0.0
2017-08-17 18:00:00,36.77,0.0,0.0
2017-08-17 19:00:00,35.05,0.0,0.0
2017-08-17 20:00:00,35.47,0.0,0.0
2017-08-17 21:00:00,33.25,0.0,0.0
2017-08-17 22:00:00,32.46,0.0,0.0
2017-08-17 23:00:00,29.67,0.0,0.0
