Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-08-04 00:00:00,25.53,0.0,0.0
2017-08-04 01:00:00,23.63,0.0,0.0
2017-08-04 02:00:00,22.19,0.0,0.0
2017-08-04 03:00:00,21.12,117.647058823529,100.0
2017-08-04 04:00:00,20.93,117.647058823529,200.0
2017-08-04 05:00:00,21.53,0.0,200.0
2017-08-04 06:00:00,23.06,0.0,200.0
2017-08-04 07:00:00,27.2,0.0,200.0
2017-08-04 08:00:00,29.72,0.0,200.0
2017-08-04 09:00:00,32.81,0.0,200.0
2017-08-04 10:00:00,35.26,0.0,200.0
2017-08-04 11:00:00,37.06,0.0,200.0
2017-08-04 12:00:00,37.88,0.0,200.0
2017-08-04 13:00:00,40.96,0.0,200.0
2017-08-04 14:00:00,45.0,0.0,200.0
2017-08-04 15:00:00,47.54,0.0,200.0
2017-08-04 16:00:00,50.11,-117.647058823529,100.0
2017-08-04 17:00:00,51.78,-117.647058823529,0.0
2017-08-04 18:00:00,40.74,0.0,0.0
2017-08-04 19:00:00,35.85,0.0,0.0
2017-08-04 20:00:00,35.36,0.0,0.0
2017-08-04 21:00:00,34.36,0.0,0.0
2017-08-04 22:00:00,32.19,0.0,0.0
2017-08-04 23:00:00,29.57,0.0,0.0
