Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-08-28 00:00:00,15.22,0.0,0.0
2017-08-28 01:00:00,14.3,0.0,0.0
2017-08-28 02:00:00,13.31,0.0,0.0
2017-08-28 03:00:00,12.25,117.647058823529,100.0
2017-08-28 04:00:00,12.0,117.647058823529,200.0
2017-08-28 05:00:00,12.64,0.0,200.0
2017-08-28 06:00:00,15.14,0.0,200.0
2017-08-28 07:00:00,18.5,0.0,200.0
2017-08-28 08:00:00,19.87,0.0,200.0
2017-08-28 09:00:00,22.74,0.0,200.0
2017-08-28 10:00:00,22.93,0.0,200.0
2017-08-28 11:00:00,24.02,0.0,200.0
2017-08-28 12:00:00,26.11,0.0,200.0
2017-08-28 13:00:00,26.3,0.0,200.0
2017-08-28 14:00:00,28.67,0.0,200.0
2017-08-28 15:00:00,29.63,0.0,200.0
2017-08-28 16:00:00,30.35,-117.647058823529,100.0
2017-08-28 17:00:00,30.69,-117.647058823529,0.0
2017-08-28 18:00:00,26.95,0.0,0.0
2017-08-28 19:00:00,25.72,0.0,0.0
2017-08-28 20:00:00,25.64,0.0,0.0
2017-08-28 21:00:00,21.0,0.0,0.0
2017-08-28 22:00:00,19.97,0.0,0.0
2017-08-28 23:00:00,16.55,0.0,0.0
