Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-05-12 00:00:00,21.83,0.0,0.0
2017-05-12 01:00:00,20.39,0.0,0.0
2017-05-12 02:00:00,17.44,0.0,0.0
2017-05-12 03:00:00,16.75,117.647058823529,100.0
2017-05-12 04:00:00,16.85,117.647058823529,200.0
2017-05-12 05:00:00,19.24,0.0,200.0
2017-05-12 06:00:00,28.78,0.0,200.0
2017-05-12 07:00:00,31.63,0.0,200.0
2017-05-12 08:00:00,36.0,0.0,200.0
2017-05-12 09:00:00,39.1,0.0,200.0
2017-05-12 10:00:00,37.93,0.0,200.0
2017-05-12 11:00:00,37.72,0.0,200.0
2017-05-12 12:00:00,36.09,0.0,200.0
2017-05-12 13:00:00,36.96,0.0,200.0
2017-05-12 14:00:00,35.48,0.0,200.0
2017-05-12 15:00:00,33.73,0.0,200.0
2017-05-12 16:00:00,37.19,0.0,200.0
2017-05-12 17:00:00,39.68,-117.647058823529,100.0
2017-05-12 18:00:00,39.02,0.0,100.0
2017-05-12 19:00:00,36.9,0.0,100.0
2017-05-12 20:00:00,40.89,-117.647058823529,0.0
2017-05-12 21:00:00,31.1,0.0,0.0
2017-05-12 22:00:00,31.05,0.0,0.0
2017-05-12 23:00:00,26.55,0.0,0.0
