Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-11-13 00:00:00,29.22,0.0,0.0
2017-11-13 01:00:00,27.0,0.0,0.0
2017-11-13 02:00:00,25.55,117.647058823529,100.0
2017-11-13 03:00:00,26.02,117.647058823529,200.0
2017-11-13 04:00:00,26.14,0.0,200.0
2017-11-13 05:00:00,31.66,0.0,200.0
2017-11-13 06:00:00,40.72,0.0,200.0
2017-11-13 07:00:00,44.09,0.0,200.0
2017-11-13 08:00:00,43.97,0.0,200.0
2017-11-13 09:00:00,43.04,0.0,200.0
2017-11-13 10:00:00,42.27,0.0,200.0
2017-11-13 11:00:00,40.1,0.0,200.0
2017-11-13 12:00:00,39.53,0.0,200.0
2017-11-13 13:00:00,37.98,0.0,200.0
2017-11-13 14:00:00,36.11,0.0,200.0
2017-11-13 15:00:00,38.2,0.0,200.0
2017-11-13 16:00:00,43.6,0.0,200.0
2017-11-13 17:00:00,51.19,-117.647058823529,100.0
2017-11-13 18:00:00,52.27,-117.647058823529,0.0
2017-11-13 19:00:00,49.34,0.0,0.0
2017-11-13 20:00:00,45.51,0.0,0.0
2017-11-13 21:00:00,38.73,0.0,0.0
2017-11-13 22:00:00,31.04,0.0,0.0
2017-11-13 23:00:00,30.11,0.0,0.0
