Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-11-24 00:00:00,22.55,0.0,0.0
2017-11-24 01:00:00,19.92,0.0,0.0
2017-11-24 02:00:00,18.21,0.0,0.0
2017-11-24 03:00:00,17.51,117.647058823529,100.0
2017-11-24 04:00:00,17.46,117.647058823529,200.0
2017-11-24 05:00:00,18.66,0.0,200.0
2017-11-24 06:00:00,24.3,0.0,200.0
2017-11-24 07:00:00,25.85,0.0,200.0
2017-11-24 08:00:00,27.46,0.0,200.0
2017-11-24 09:00:00,30.28,0.0,200.0
2017-11-24 10:00:00,28.95,0.0,200.0
2017-11-24 11:00:00,28.41,0.0,200.0
2017-11-24 12:00:00,29.26,0.0,200.0
2017-11-24 13:00:00,25.94,0.0,200.0
2017-11-24 14:00:00,24.47,0.0,200.0
2017-11-24 15:00:00,23.56,0.0,200.0
2017-11-24 16:00:00,29.15,0.0,200.0
2017-11-24 17:00:00,35.07,-117.647058823529,100.0
2017-11-24 18:00:00,31.38,-117.647058823529,0.0
2017-11-24 19:00:00,31.36,0.0,0.0
2017-11-24 20:00:00,29.05,0.0,0.0
2017-11-24 21:00:00,27.5,0.0,0.0
2017-11-24 22:00:00,22.83,0.0,0.0
2017-11-24 23:00:00,23.17,0.0,0.0
