Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-07-19 00:00:00,29.95,0.0,0.0
2017-07-19 01:00:00,25.32,0.0,0.0
2017-07-19 02:00:00,24.18,0.0,0.0
2017-07-19 03:00:00,22.34,117.647058823529,100.0
2017-07-19 04:00:00,22.0,117.647058823529,200.0
2017-07-19 05:00:00,23.6,0.0,200.0
2017-07-19 06:00:00,26.04,0.0,200.0
2017-07-19 07:00:00,30.64,0.0,200.0
2017-07-19 08:00:00,36.77,0.0,200.0
2017-07-19 09:00:00,41.36,0.0,200.0
2017-07-19 10:00:00,41.7,0.0,200.0
2017-07-19 11:00:00,43.68,0.0,200.0
2017-07-19 12:00:00,62.66,0.0,200.0
2017-07-19 13:00:00,53.61,0.0,200.0
2017-07-19 14:00:00,57.95,0.0,200.0
2017-07-19 15:00:00,61.3,0.0,200.0
2017-07-19 16:00:00,66.53,-117.647058823529,100.0
2017-07-19 17:00:00,63.11,-117.647058823529,0.0
2017-07-19 18:00:00,53.2,0.0,0.0
2017-07-19 19:00:00,49.83,0.0,0.0
2017-07-19 20:00:00,48.43,0.0,0.0
2017-07-19 21:00:00,51.2,0.0,0.0
2017-07-19 22:00:00,39.71,0.0,0.0
2017-07-19 23:00:00,32.66,0.0,0.0
