Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-07-18 00:00:00,25.51,0.0,0.0
2017-07-18 01:00:00,22.64,0.0,0.0
2017-07-18 02:00:00,21.4,0.0,0.0
2017-07-18 03:00:00,19.97,117.647058823529,100.0
2017-07-18 04:00:00,19.3,117.647058823529,200.0
2017-07-18 05:00:00,21.4,0.0,200.0
2017-07-18 06:00:00,24.08,0.0,200.0
2017-07-18 07:00:00,28.58,0.0,200.0
2017-07-18 08:00:00,33.48,0.0,200.0
2017-07-18 09:00:00,36.03,0.0,200.0
2017-07-18 10:00:00,36.73,0.0,200.0
2017-07-18 11:00:00,39.51,0.0,200.0
2017-07-18 12:00:00,40.43,0.0,200.0
2017-07-18 13:00:00,43.22,0.0,200.0
2017-07-18 14:00:00,48.85,0.0,200.0
2017-07-18 15:00:00,54.09,0.0,200.0
2017-07-18 16:00:00,59.0,-117.647058823529,100.0
2017-07-18 17:00:00,57.9,-117.647058823529,0.0
2017-07-18 18:00:00,47.03,0.0,0.0
2017-07-18 19:00:00,44.54,0.0,0.0
2017-07-18 20:00:00,44.05,0.0,0.0
2017-07-18 21:00:00,42.14,0.0,0.0
2017-07-18 22:00:00,36.76,0.0,0.0
2017-07-18 23:00:00,29.95,0.0,0.0
