Date,LBMP ($/MWHr),Power output (kW),State of Energy (kWh)
2017-07-29 00:00:00,19.64,0.0,0.0
2017-07-29 01:00:00,19.62,0.0,0.0
2017-07-29 02:00:00,17.75,0.0,0.0
2017-07-29 03:00:00,16.53,0.0,0.0
2017-07-29 04:00:00,16.33,0.0,0.0
2017-07-29 05:00:00,14.91,117.647058823529,100.0
2017-07-29 06:00:00,15.16,117.647058823529,200.0
2017-07-29 07:00:00,15.59,0.0,200.0
2017-07-29 08:00:00,18.49,0.0,200.0
2017-07-29 09:00:00,20.49,0.0,200.0
2017-07-29 10:00:00,21.81,0.0,200.0
2017-07-29 11:00:00,22.54,0.0,200.0
2017-07-29 12:00:00,22.96,0.0,200.0
2017-07-29 13:00:00,23.36,0.0,200.0
2017-07-29 14:00:00,24.16,0.0,200.0
2017-07-29 15:00:00,24.18,0.0,200.0
2017-07-29 16:00:00,26.15,-117.647058823529,100.0
2017-07-29 17:00:00,28.01,-117.647058823529,0.0
2017-07-29 18:00:00,25.38,0.0,0.0
2017-07-29 19:00:00,24.81,0.0,0.0
2017-07-29 20:00:00,22.12,0.0,0.0
2017-07-29 21:00:00,21.01,0.0,0.0
2017-07-29 22:00:00,19.69,0.0,0.0
2017-07-29 23:00:00,17.54,0.0,0.0
